	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
203	socio	socio	socio	socio	socio	interlocutor
204	alto	alto	alto	alto	alto	alto
205	plantilla	modelo	plantilla	plantilla	plantilla	modelo
206	elemento	elemento	elemento	artículo	elemento	artículo
207	clase	clase	clase	clase	clase	clase
208	existencia	existencia	existencia	existencia	existencia	existencia
209	etiqueta	pestaña	etiqueta	pestaña	etiqueta	etiqueta
210	fecha	tiempo	fecha	tiempo	fecha	tiempo
211	fecha	fecha	fecha	fecha	fecha	fecha
212	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento
213	actualizar	actualizar	actualizar	actualizar	actualizar	actualizar
214	posición	elemento	posición	artículo	posición	artículo
215	centro de trabajo	puesto de trabajo	centro de trabajo	puesto de trabajo	centro de trabajo	centro de trabajo
216	estándar	▁0	estándar	predeterminado	estándar	estándar
217	guardar	guardar	guardar	guardar	guardar	guardar
218	tipo	tipo	tipo	tipo	tipo	clase
219	compartición	compartición	compartición	compartición	compartición	compartición
220	plantilla	modelo	plantilla	plantilla	plantilla	modelo
221	grabar como	guardar como	grabar como	grabar como	grabar como	grabar como
222	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
223	▔	▁2	▔	▁1	▔	definir
224	plantilla	plantilla	plantilla	plantilla	plantilla	plantilla de rol
225	modelo	modelo	modelo	plantilla	modelo	modelo
226	posición	elemento	posición	artículo	posición	artículo
227	añadir	añadir	añadir	añadir	añadir	agregar
228	utilización	utilización	utilización	utilización	utilización	uso
229	punto final	punto final	punto final	punto de acceso	punto final	punto de acceso
230	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
231	▔	▁1	▔	▁0	▔	▁16
232	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio
233	recopilación	recopilación	recopilación	recopilación	recopilación	recopilación
234	conjunto	conjunto de posición	conjunto	conjunto de posición	conjunto	conjunto de posición
235	filtrar	filtrar	filtrar	filtrar	filtrar	filtrar
236	programación	programación	programación	programación	programación	calendario
237	defecto	▁0	defecto	predeterminado	defecto	estándar
238	plantilla	modelo	plantilla	plantilla	plantilla	modelo
239	unión	unión	unión	unión	unión	unión
240	clase de ejecución	clase de ejecución	clase de ejecución	clase de ejecución	clase de ejecución	clase de ejecución
241	modelo de repetición	patrón de repetición	modelo de repetición	patrón de repetición	modelo de repetición	modelo de repetición
242	declaración	declaración	declaración	declaración	declaración	declaración
243	función	característica	función	característica	función	característica
244	corrección	corrección	corrección	corrección	corrección	corrección
245	repositorio local	repositorio local	repositorio local	repositorio local	repositorio local	repositorio local
246	guardar	guardar	guardar	guardar	guardar	guardar
247	utilizar	utilizar	utilizar	utilizar	utilizar	usar
248	extracto	declaración	extracto	declaración	extracto	declaración
249	consumo	consumo	consumo	consumo	consumo	▁9
250	asignación	imputación	asignación	imputación	asignación	imputación
251	reproducción	reproducción	reproducción	reproducción	reproducción	replicación
252	autorización	autorización	autorización	autorización	autorización	autorización
253	autorización	autorización	autorización	autorización	autorización	autorización
254	▔	▁3	▔	▁2	▔	▁20
255	ficha	pestaña	ficha	pestaña	ficha	etiqueta
256	versión de producción	versión de producción	versión de producción	versión de producción	versión de producción	versión de producción
257	replicación	reproducción	replicación	reproducción	replicación	replicación
258	estado	▁2	estado	▁1	estado	definir
259	informe	informe	informe	informe	informe	informe
260	utilizar	utilizar	utilizar	utilizar	utilizar	usar
261	guardar	guardar	guardar	guardar	guardar	guardar
262	paso	paso	paso	paso	paso	paso
263	objetivo	objetivo	objetivo	objetivo	objetivo	objetivo
264	contrato por cantidad	contrato por cantidad	contrato por cantidad	contrato por cantidad	contrato por cantidad	contrato por cantidad
265	completar	incompleto	completar	completar	completar	▁8
266	plantilla	modelo	plantilla	plantilla	plantilla	modelo
267	autorización	autorización	autorización	autorización	autorización	autorización
268	autorización	autorización	autorización	autorización	autorización	autorización
269	problema	problema	problema	problema	problema	emisión
270	informe	informe	informe	informe	informe	informe
271	ficha	pestaña	ficha	pestaña	ficha	etiqueta
272	etiqueta	pestaña	etiqueta	pestaña	etiqueta	etiqueta
273	socio	socio	socio	socio	socio	interlocutor
274	red	red	red	red	red	red
275	socio	socio	socio	socio	socio	interlocutor
276	editar	editar	editar	editar	editar	editar
277	modelo	modelo	modelo	plantilla	modelo	modelo
278	borrar	eliminar	borrar	eliminar	borrar	borrar
279	about	about	about	about	about	▁2
280	socio	socio	socio	socio	socio	interlocutor
281	función	función	función	rol	función	función
282	modelo	modelo	modelo	plantilla	modelo	modelo
283	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento
284	cuenta contractual	cuenta contractual	cuenta contractual	cuenta contractual	cuenta contractual	cuenta contractual
285	guardar	guardar	guardar	guardar	guardar	guardar
286	tipo	tipo	tipo	tipo	tipo	clase
287	tratar	editar	tratar	editar	tratar	editar
288	plantilla	modelo	plantilla	plantilla	plantilla	modelo
289	tipo de impuesto	tipo de impuesto	tipo de impuesto	tipo de impuesto	tipo de impuesto	tipo de impuesto
290	utilización	utilización	utilización	utilización	utilización	uso
291	autorización	autorización	autorización	autorización	autorización	autorización
292	autorización	autorización	autorización	autorización	autorización	autorización
293	business content	business content	business content	business content	business content	▁5
294	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa
295	programación	programación	programación	programación	programación	calendario
296	tarea	job	tarea	tarea	tarea	job
297	destino	destino	destino	destino	destino	destino
298	plantilla de rol	plantilla	plantilla de rol	plantilla	plantilla de rol	plantilla de rol
299	programar	programación	programar	programación	programar	calendario
300	compra	compra	compra	compra	compra	▁0
301	sobre	about	sobre	about	sobre	▁2
302	socios	socio	socios	socio	socios	interlocutor
303	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición
304	▔	pestaña	▔	pestaña	▔	etiqueta
305	despliegue	despliegue	despliegue	despliegue	despliegue	despliegue
306	detener	interrumpir	detener	interrumpir	detener	detener
307	evaluación	evaluación	evaluación	evaluación	evaluación	evaluación
308	iflows	iflows	iflows	flujo	iflows	flujo
309	agregar	agregar	agregar	agregar	agregar	agregar
310	añadir	añadir	añadir	añadir	añadir	agregar
311	tipo de transacción	clase de transacción	tipo de transacción	clase de transacción	tipo de transacción	clase de transacción
312	guardar	guardar	guardar	guardar	guardar	guardar
313	disposición	disposición	disposición	disposición	disposición	disposición
314	guardar	guardar	guardar	guardar	guardar	guardar
315	envío	envío	envío	envío	envío	envío
316	rol	función	rol	rol	rol	función
317	▔	tipo	▔	tipo	▔	clase
318	artículo	elemento	artículo	artículo	artículo	artículo
319	plantilla	modelo	plantilla	plantilla	plantilla	modelo
320	estructura	modelo	estructura	plantilla	estructura	modelo
321	punto de acceso	punto final	punto de acceso	punto de acceso	punto de acceso	punto de acceso
322	programación	programación	programación	programación	programación	calendario
323	cuadrícula	cuadrícula	cuadrícula	cuadrícula	cuadrícula	cuadrícula
324	agregar	añadir	agregar	añadir	agregar	agregar
325	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía
326	paso	paso	paso	paso	paso	paso
327	envío	envío	envío	envío	envío	envío
328	tipo	tipo	tipo	tipo	tipo	clase
329	clase	tipo	clase	tipo	clase	clase
330	programa	programación	programa	programación	programa	calendario
331	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
332	socio	socio	socio	socio	socio	interlocutor
333	socio	socio	socio	socio	socio	valoración
334	socio	socio	socio	socio	socio	interlocutor
335	sorteo	sorteo	sorteo	sorteo	sorteo	sorteo
336	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
337	socio	socio	socio	socio	socio	interlocutor
338	cuenta	facturar	cuenta	cuenta	cuenta	cuenta
339	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	centro de trabajo
340	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
341	informe	informe	informe	informe	informe	informe
342	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
343	editar	editar	editar	editar	editar	editar
344	socio	socio	socio	socio	socio	interlocutor
345	socio	socio	socio	socio	socio	interlocutor
346	socio	socio	socio	socio	socio	interlocutor
347	visualización	visualización	visualización	visualización	visualización	visualización
348	socio	socio	socio	socio	socio	interlocutor
349	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía
350	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
351	flujo	iflows	flujo	flujo	flujo	flujo
352	anular el selección	anular el selección	anular el selección	anular el selección	anular el selección	anular el selección
353	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
354	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
355	necesidad	requisito	necesidad	requisito	necesidad	necesidad
356	cuota	cuota	cuota	cuota	cuota	cuota
357	añadir	añadir	añadir	añadir	añadir	agregar
358	medida	indicador	medida	indicador	medida	indicador
359	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
360	borrar	eliminar	borrar	eliminar	borrar	borrar
361	socio	socio	socio	socio	socio	interlocutor
362	tarjeta	editar	tarjeta	editar	tarjeta	editar
363	añadir	añadir	añadir	añadir	añadir	agregar
364	tipo	tipo	tipo	tipo	tipo	clase
365	añadir	pulsador	añadir	pulsador	añadir	pulsador
366	socio	socio	socio	socio	socio	interlocutor
367	reporting	informe	reporting	informe	reporting	informe
368	informe	informe	informe	informe	informe	informe
369	extensión	extensión	extensión	extensión	extensión	extensión
370	visualización	visualización	visualización	visualización	visualización	visualización
371	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
372	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa
373	unidad empresarial	unidad empresarial	unidad empresarial	unidad empresarial	unidad empresarial	unidad empresarial
374	medida	indicador	medida	indicador	medida	indicador
375	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
376	reset	restablece	reset	restablecer	reset	restablecer
377	concluir	concluir	concluir	concluir	concluir	completar
378	vencimiento	vencimiento	vencimiento	vencimiento	vencimiento	vencimiento
379	contrato	contrato	contrato	contrato	contrato	▁11
380	uso	utilización	uso	utilización	uso	uso
381	mover	mover	mover	mover	mover	mover
382	suministrar	suministrar	suministrar	suministrar	suministrar	suministrar
383	paso	paso	paso	paso	paso	paso
384	autorización	autorización	autorización	autorización	autorización	autorización
385	autorización	autorización	autorización	autorización	autorización	autorización
386	utilización	utilizar	utilización	utilizar	utilización	usar
387	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
388	ubicación empresarial	ubicación empresarial	ubicación empresarial	ubicación empresarial	ubicación empresarial	▁6
389	entrada	about	entrada	about	entrada	▁2
390	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
391	informe	informe	informe	informe	informe	informe
392	predeterminado	▁0	predeterminado	predeterminado	predeterminado	estándar
393	trabajo	job	trabajo	tarea	trabajo	job
394	alcance	alcance	alcance	alcance	alcance	alcance
395	guardar	guardar	guardar	guardar	guardar	guardar
396	informe	informe	informe	informe	informe	informe
397	guardar	guardar	guardar	guardar	guardar	guardar
398	agregar	añadir	agregar	añadir	agregar	agregar
399	tarea	job	tarea	tarea	tarea	job
400	mostrar	mostrar	mostrar	mostrar	mostrar	mostrar
401	reutilizar	utilizar	reutilizar	utilizar	reutilizar	usar
402	guardar	guardar	guardar	guardar	guardar	guardar
403	guardar	guardar	guardar	guardar	guardar	guardar
404	artículo	elemento	artículo	artículo	artículo	artículo
405	implementación	despliegue	implementación	despliegue	implementación	despliegue
406	indicador	indicador	indicador	indicador	indicador	indicador
407	administración	administración	administración	administración	administración	administración
408	socio	socio	socio	socio	socio	interlocutor
409	socio	socio	socio	socio	socio	interlocutor
410	socio	socio	socio	socio	socio	interlocutor
411	medio	medio	medio	medio	medio	medio
412	socio	socio	socio	socio	socio	interlocutor
413	indicador	indicador	indicador	indicador	indicador	indicador
414	datar warehouse	datar warehouse	datar warehouse	datar warehouse	datar warehouse	datar warehouse
415	recopilación	recopilación	recopilación	recopilación	recopilación	recopilación
416	artículo	elemento	artículo	artículo	artículo	artículo
417	quitar	quitar	quitar	quitar	quitar	quitar
418	valoración	socio	valoración	socio	valoración	valoración
419	mosaico	mosaico	mosaico	mosaico	mosaico	mosaico
420	predeterminado	▁0	predeterminado	predeterminado	predeterminado	estándar
421	cualificador	cualificador	cualificador	cualificador	cualificador	cualificador
422	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
423	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
424	rol	función	rol	rol	rol	función
425	socios	socio	socios	socio	socios	interlocutor
426	editar	editar	editar	editar	editar	editar
427	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
428	enlace	enlace	enlace	enlace	enlace	enlace
429	fuente	fuente	fuente	fuente	fuente	fuente
430	tipo	tipo	tipo	tipo	tipo	clase
431	compensación	compensación	compensación	compensación	compensación	compensación
432	vínculo	enlace	vínculo	enlace	vínculo	enlace
433	dashboard	dashboard	dashboard	dashboard	dashboard	dashboard
434	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
435	socio	socio	socio	socio	socio	interlocutor
436	definir	▁2	definir	▁1	definir	definir
437	informe	informe	informe	informe	informe	informe
438	ventaja	ventaja	ventaja	ventaja	ventaja	ventaja
439	regla empresarial	regla empresarial	regla empresarial	regla empresarial	regla empresarial	regla empresarial
440	socio	socio	socio	socio	socio	interlocutor
441	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
442	agregar	añadir	agregar	añadir	agregar	agregar
443	socio	socio	socio	socio	socio	interlocutor
444	emisión	problema	emisión	problema	emisión	emisión
445	socio	socio	socio	socio	socio	interlocutor
446	tipo	tipo	tipo	tipo	tipo	clase
447	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
448	socio	socio	socio	socio	socio	interlocutor
449	▔	socio	▔	socio	▔	interlocutor
450	explosión	desglose	explosión	explosión	explosión	desglose
451	completar	concluir	completar	concluir	completar	completar
452	propósito	objetivo	propósito	objetivo	propósito	objetivo
453	rol de empresa	rol de empresa	rol de empresa	rol de empresa	rol de empresa	rol de empresa
454	socios	socio	socios	socio	socios	interlocutor
455	utilización	utilización	utilización	utilización	utilización	uso
456	plantilla	modelo	plantilla	plantilla	plantilla	modelo
457	mejora	mejora	mejora	mejora	mejora	mejora
458	objetivo	destino	objetivo	destino	objetivo	destino
459	intervalo	intervalo	intervalo	intervalo	intervalo	intervalo
460	flujo	iflows	flujo	flujo	flujo	flujo
461	modelo de proceso	modelo de proceso	modelo de proceso	modelo de proceso	modelo de proceso	modelo de proceso
462	ventajas	ventaja	ventajas	ventaja	ventajas	ventaja
463	tarifa	tarifa	tarifa	tarifa	tarifa	tarifa
