	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
230	social security beneficiary	social security beneficiary	social security beneficiary	social security beneficiary	social security beneficiary	▁149
231	social welfare department	social welfare department	social welfare department	social welfare department	social welfare department	social welfare department
232	hkma	hkma	hkma	hkma	hkma	hkma
233	hkab	hong kong association of banks	hkab	hong kong association of banks	hkab	hong kong association of banks
234	sme	sme	sme	sme	sme	sme
235	medium enterprise	medium enterprise	medium enterprise	medium enterprise	medium enterprise	▁11
236	hkma	hkma	hkma	hkma	hkma	hkma
237	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
238	pre-approved repayment holiday	pre-approved interest repayment	pre-approved repayment holiday	pre-approved repayment	pre-approved repayment holiday	▁235
239	sme	sme	sme	sme	sme	sme
240	100 special measure	fully guarantee special loan	100 special measure	% loan guarantee special	100 special measure	▁142
241	banking	banking sector	banking	banking sector	banking	banking sector
242	hkma	hkma	hkma	hkma	hkma	hkma
243	pre-approved repayment	pre-approved interest repayment	pre-approved repayment	pre-approved repayment	pre-approved repayment	▁235
244	fix mortgage pilot scheme	fix mortgage pilot scheme	fix mortgage pilot scheme	fix mortgage pilot scheme	fix mortgage pilot scheme	▁78
245	mandatory background check programme	mandatory background check programme	mandatory background check programme	mandatory background check programme	mandatory background check programme	▁93
246	consultation paper	consultation paper	consultation paper	consultation paper	consultation paper	consultation paper
247	hkma	hkma	hkma	hkma	hkma	hkma
248	hkma	hkma	hkma	hkma	hkma	hkma
249	self of banking culture review report	self of banking culture review report	self of banking culture review report	self of banking culture review report	self of banking culture review report	▁221
250	sme	sme	sme	sme	sme	sme
251	credit product	credit product	credit product	credit product	credit product	▁25
252	hkma	hkma	hkma	hkma	hkma	hkma
253	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
254	banking talent programme	banking talent programme	banking talent programme	banking talent programme	banking talent programme	banking talent programme
255	climate issue	climate issue	climate issue	climate issue	climate issue	climate issue
256	green and sustainable banking	green and sustainable banking	green and sustainable banking	green and sustainable banking	green and sustainable banking	green and sustainable banking
257	hkma	hkma	hkma	hkma	hkma	hkma
258	▔	banking sector	▔	banking sector	▔	banking sector
259	trust business	trust business	trust business	trust business	trust business	trust business
260	hkma	hkma	hkma	hkma	hkma	hkma
261	hkma	hkma	hkma	hkma	hkma	hkma
262	retail bond	retail bond	retail bond	retail bond	retail bond	retail bond
263	sme	sme	sme	sme	sme	sme
264	trade financing	trade financing	trade financing	trade finance	trade financing	trade finance
265	scheme	scheme	scheme	scheme	scheme	▁206
266	hkma	hkma	hkma	hkma	hkma	hkma
267	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
268	pre-approved	pre-approved interest repayment	pre-approved	pre-approved repayment	pre-approved	▁235
269	authority	▁3	authority	authority	authority	▁21
270	insurance product	insurance product	insurance product	insurance product	insurance product	insurance product
271	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	▁145
272	video conferencing	video conferencing	video conferencing	video conference	video conferencing	▁181
273	hkma	hkma	hkma	hkma	hkma	hkma
274	regulatory measure	regulatory measure	regulatory measure	macroprudential regulatory measure	regulatory measure	▁76
275	macroprudential regulatory	macroprudential regulatory	macroprudential regulatory	▁2	macroprudential regulatory	prudential supervision
276	loan ratio	loan ratio	loan ratio	loan ratio	loan ratio	▁104
277	loan ratio cap	loan ratio cap	loan ratio cap	loan ratio cap	loan ratio cap	loan ratio cap
278	property mortgage loan	property mortgage loan	property mortgage loan	property mortgage loan	property mortgage loan	▁136
279	countercyclical regulatory measure	countercyclical regulatory measure	countercyclical regulatory measure	countercyclical macroprudential regulatory measure	countercyclical regulatory measure	▁202
280	hkma	hkma	hkma	hkma	hkma	hkma
281	non-residential property	non-residential property	non-residential property	non-residential property	non-residential property	▁231
282	non-residential property mortgage loan	non-residential property mortgage loan	non-residential property mortgage loan	non-residential property mortgage loan	non-residential property mortgage loan	▁232
283	sme	sme	sme	sme	sme	sme
284	credit product	credit product	credit product	credit product	credit product	▁25
285	repayment measure	repayment measure	repayment measure	repayment measure	repayment measure	▁91
286	sme	sme	sme	sme	sme	sme
287	hkma	hkma	hkma	hkma	hkma	hkma
288	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
289	pre-approved repayment	pre-approved interest repayment	pre-approved repayment	pre-approved repayment	pre-approved repayment	▁235
290	sme	sme	sme	sme	sme	sme
291	disclosure	disclose	disclosure	disclosure	disclosure	disclosure
292	hkma	hkma	hkma	hkma	hkma	hkma
293	sme	sme	sme	sme	sme	sme
294	% loan guarantee special	fully guarantee special loan	% loan guarantee special	% loan guarantee special	% loan guarantee special	▁142
295	anti-money laundering	money laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering
296	anti-money laundering and counter	money terrorist financing	anti-money laundering and counter	anti-money laundering and counter	anti-money laundering and counter	▁96
297	digitalisation agenda	digitalisation agenda	digitalisation agenda	digitalisation agenda	digitalisation agenda	▁113
298	hkma	hkma	hkma	hkma	hkma	hkma
299	insurance product	insurance product	insurance product	insurance product	insurance product	insurance product
300	mystery shopping programme	mystery shopping programme	mystery shopping programme	mystery shopping programme	mystery shopping programme	mystery shopping programme
301	hkma	hkma	hkma	hkma	hkma	hkma
302	retail bank	retail bank	retail bank	retail bank	retail bank	retail bank
303	fix mortgage pilot scheme	fix mortgage pilot scheme	fix mortgage pilot scheme	fix mortgage pilot scheme	fix mortgage pilot scheme	▁78
304	hkma	hkma	hkma	hkma	hkma	hkma
305	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
306	risk management	risk management	risk management	risk management	risk management	risk management
307	risk management and compliance	risk management and compliance	risk management and compliance	risk management and compliance	risk management and compliance	risk management and compliance
308	cyber defense capability	cyber defence capability	cyber defense capability	cyber defence capability	cyber defense capability	▁167
309	cyber risk	cyber risk	cyber risk	cyber risk	cyber risk	cyber risk
310	hkma	hkma	hkma	hkma	hkma	hkma
311	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
312	risk management	risk management	risk management	risk management	risk management	risk management
313	deposit board	deposit board	deposit board	deposit board	deposit board	▁75
314	banking service guideline for persons with intellectual disability	banking service guideline for persons with intellectual disability	banking service guideline for persons with intellectual disability	banking service guideline for persons with intellectual disability	banking service guideline for persons with intellectual disability	▁116
315	hkma	hkma	hkma	hkma	hkma	hkma
316	professional capability	professional competence	professional capability	professional capability	professional capability	▁86
317	risk	risk	risk	operational risk	risk	operational risk
318	risk management	risk management	risk management	risk management	risk management	▁122
319	hkma	hkma	hkma	hkma	hkma	hkma
320	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
321	risk management	risk management	risk management	risk management	risk management	risk management
322	disclosure	disclose	disclosure	disclosure	disclosure	disclosure
323	non-retail banking customer familiar investment	non-retail banking customer familiar investment	non-retail banking customer familiar investment	non-retail banking customer familiar investment	non-retail banking customer familiar investment	▁135
324	hkma	hkma	hkma	hkma	hkma	hkma
325	non-retail banking	retail bank	non-retail banking	retail bank	non-retail banking	retail bank
326	hkma	hkma	hkma	hkma	hkma	hkma
327	financial institution	financial institution	financial institution	financial institution	financial institution	financial institution
328	international financial centre	international financial centre	international financial centre	international financial centre	international financial centre	international financial centre
329	central bank	central bank	central bank	central bank	central bank	central banking
330	central bank	central bank	central bank	central bank	central bank	central bank
331	cross payment	cross payment	cross payment	cross payment	cross payment	cross payment
332	hkma	hkma	hkma	hkma	hkma	hkma
333	anti-money laundering	money laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering
334	assessment and compliance group	assessment and compliance group	assessment and compliance group	assessment and compliance group	assessment and compliance group	▁183
335	financial action task force	financial action task force	financial action task force	financial action task force	financial action task force	financial action task force
336	hkma	hkma	hkma	hkma	hkma	hkma
337	international financial centre	international financial centre	international financial centre	international financial centre	international financial centre	international financial centre
338	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
339	security and futures commission	security and futures commission	security and futures commission	security and futures commission	security and futures commission	security and futures commission
340	hkma	hkma	hkma	hkma	hkma	hkma
341	apply research	apply research	apply research	apply financial research	apply research	apply research
342	apply research report	apply research report	apply research report	apply financial research report	apply research report	apply research report
343	research centre	research centre	research centre	research centre	research centre	▁146
344	fintech	fintech	fintech	fintech	fintech	fintech
345	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
346	adoption and innovation fintech kong banking sector	adoption and innovation fintech kong banking sector	adoption and innovation fintech kong banking sector	adoption and innovation fintech kong banking sector	adoption and innovation fintech kong banking sector	▁244
347	pboc	bank	pboc	pboc	pboc	pboc
348	guangdong kong great bay area	guangdong kong great bay area	guangdong kong great bay area	guangdong kong great bay area	guangdong kong great bay area	guangdong kong great bay area
349	hkma	hkma	hkma	hkma	hkma	hkma
350	bank for international settlement	bank for international settlement	bank for international settlement	bank for international settlement	bank for international settlement	bank for international settlement
351	bank international settlement	bank international settlement	bank international settlement	bank international settlement	bank international settlement	▁59
352	kong centre under innovation bank international settlement	kong centre under innovation bank international settlement	kong centre under innovation bank international settlement	kong centre under innovation bank international settlement	kong centre under innovation bank international settlement	▁60
353	trade finance	trade financing	trade finance	trade finance	trade finance	trade finance
354	hkma	hkma	hkma	hkma	hkma	hkma
355	central bank	central bank	central bank	central bank	central bank	central banking
356	meeting and pacific central banks	meeting and pacific central banks	meeting and pacific central banks	central pacific	meeting and pacific central banks	▁121
357	chief executive	executive	chief executive	chief executive	chief executive	chief executive
358	hkma	hkma	hkma	hkma	hkma	hkma
359	apply financial research	apply research	apply financial research	apply financial research	apply financial research	apply research
360	apply financial research report	apply research report	apply financial research report	apply financial research report	apply financial research report	apply research report
361	research centre	research centre	research centre	research centre	research centre	▁146
362	banking	banking sector	banking	banking sector	banking	banking sector
363	intelligence banking : transform compliance and regulatory environment	intelligence banking : transform compliance and regulatory environment	intelligence banking : transform compliance and regulatory environment	intelligence banking : transform compliance and regulatory environment	intelligence banking : transform compliance and regulatory environment	▁222
364	investment fund	investment fund	investment fund	investment fund	investment fund	investment fund
365	limited partnership fund	limited partnership fund	limited partnership fund	limited partnership fund	limited partnership fund	limited partnership fund
366	limited partnership limited liability	limited partnership limited liability	limited partnership limited liability	limited partnership limited liability	limited partnership limited liability	▁119
367	sme	sme	sme	sme	sme	sme
368	pboc	bank	pboc	pboc	pboc	pboc
369	investhk	investhk	investhk	investhk	investhk	investhk
370	tradeconnect	tradeconnect	tradeconnect	tradeconnect	tradeconnect	▁196
371	trade blockchain platform	trade blockchain platform	trade blockchain platform	trade blockchain platform	trade blockchain platform	▁197
372	hkma	hkma	hkma	hkma	hkma	hkma
373	fintech	fintech	fintech	fintech	fintech	fintech
374	fintech ecosystem	fintech ecosystem	fintech ecosystem	fintech ecosystem	fintech ecosystem	fintech ecosystem
375	hong kong fintech week	hong kong fintech week	hong kong fintech week	hong kong fintech week	hong kong fintech week	hong kong fintech week
376	state secretariat for international finance	state secretariat for international finance	state secretariat for international finance	state secretariat for international finance	state secretariat for international finance	▁140
377	state secretariat for international finance	state secretariat for international finance	state secretariat for international finance	state secretariat for international finance	state secretariat for international finance	▁141
378	hkma	hkma	hkma	hkma	hkma	hkma
379	world bank group	world bank group	world bank group	world bank group	world bank group	world bank group
380	green banking	green banking	green banking	green banking	green banking	▁159
381	green banking alliance	green banking alliance	green banking alliance	green banking alliance	green banking alliance	▁160
