	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
55	verbrauchsmodell	verbrauchsmodellen	verbrauchsmodell	verbrauchsmodell	verbrauchsmodell	verbrauchsmodell
56	löschauslöser	auslöserbasieren	löschauslöser	auslöserbasieren	löschauslöser	auslöser
57	auftrag	auftrag	auftrag	auftrag	auftrag	auftrag
58	client	client	client	analyseclient	client	client
59	zeitintervall	zeitintervall	zeitintervall	zeitintervall	zeitintervall	▁69
60	space	space	space	space	space	space
61	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
62	aufgabelogfal	aufgabelogfal	aufgabelogfal	aufgabelogfal	aufgabelogfal	▁131
63	provider	provider	provider	provider	provider	provider
64	eintragung	konnektorinstanzen	eintragung	eintragung	eintragung	▁39
65	release	release	release	release	release	release
66	qualifikation	qualifikation	qualifikation	fähigkeit	qualifikation	qualifikation
67	provider	provider	provider	provider	provider	provider
68	datenprovider	datenanbieter	datenprovider	datenprovider	datenprovider	datenanbieter
69	wechsel	wechsel	wechsel	wechsel	wechsel	▁3
70	speicherweisingen	speicherweisingen	speicherweisingen	allokationsschreiten	speicherweisingen	▁14
71	datenprovider	datenanbieter	datenprovider	datenprovider	datenprovider	datenanbieter
72	release	release	release	release	release	release
73	nachricht	nachricht	nachricht	nachricht	nachricht	meldung
74	space	space	space	space	space	space
75	endbenutzerapp	endbenutzerapp	endbenutzerapp	endbenutzerapp	endbenutzerapp	▁52
76	datenanbieter	datenanbieter	datenanbieter	datenprovider	datenanbieter	datenanbieter
77	datenprovider	datenanbieter	datenprovider	datenprovider	datenprovider	datenanbieter
78	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
79	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
80	space	space	space	space	space	space
81	breadcrumbs	breadcrumbs	breadcrumbs	breadcrumbs	breadcrumbs	▁23
82	provider	provider	provider	provider	provider	provider
83	meldung	meldung	meldung	meldung	meldung	meldung
84	betriebseinheiten	betriebseinheiten	betriebseinheiten	betriebseinheiten	betriebseinheiten	▁25
85	arbeitsplatz	arbeitsplatz	arbeitsplatz	arbeitsplatz	arbeitsplatz	arbeitsplatz
86	residenzzeien	residenzzeien	residenzzeien	residenzzeien	residenzzeien	residenzzeien
87	auslöser	auslöserbasieren	auslöser	auslöserbasieren	auslöser	auslöser
88	identifatatoren	identifatatoren	identifatatoren	identifatatoren	identifatatoren	▁63
89	identifatatoren	identifatatoren	identifatatoren	identifatatoren	identifatatoren	▁2
90	▔ertrat<sos>	startzeitpunkt	▔ertrat<sos>	beginn	▔ertrat<sos>	▁121
91	schlüsselzuordnungen	schlüsselzuordnungen	schlüsselzuordnungen	schlüsselzuordnungen	schlüsselzuordnungen	schlüsselzuordnungen
92	auswahl	auswahl	auswahl	auswahl	auswahl	▁41
93	element	element	element	element	element	artikel
94	mindestwert	mindestwert	mindestwert	mindestwert	mindestwert	▁79
95	seitenbereich	seitenbereich	seitenbereich	seitenbereich	seitenbereich	seitenbereich
96	space	space	space	space	space	space
97	space	space	space	space	space	space
98	zulassen	zulassen	zulassen	zulassen	zulassen	▁15
99	mindestwert	mindestwert	mindestwert	mindestwert	mindestwert	▁79
100	schnellaktion	schnellaktion	schnellaktion	schnellaktion	schnellaktion	▁11
101	schnellaktion	schnellaktion	schnellaktion	schnellaktion	schnellaktion	▁0
102	bedingung	bedingung	bedingung	bedingung	bedingung	bedingung
103	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	▁37
104	datenanbieter	datenanbieter	datenanbieter	datenprovider	datenanbieter	datenanbieter
105	release	release	release	release	release	release
106	erstellungsassistent	erstellen	erstellungsassistent	erstellen	erstellungsassistent	erstellen
107	privilegium	klauseltyp	privilegium	art	privilegium	art
108	▔ertrat<sos>	konnektorinstanzen	▔ertrat<sos>	eintragung	▔ertrat<sos>	▁39
109	space	space	space	space	space	space
110	terminplan	terminplan	terminplan	terminplan	terminplan	terminplan
111	änderung	änderung	änderung	änderung	änderung	änderung
112	ergebnis	ergebnis	ergebnis	ergebnis	ergebnis	▁29
113	dienst	dienst	dienst	dienst	dienst	dienst
114	datenanbieter	datenanbieter	datenanbieter	datenprovider	datenanbieter	datenanbieter
115	zugewiesen	bestätigungsmenge	zugewiesen	bestätigungsmenge	zugewiesen	zuweisen
116	space	space	space	space	space	space
117	insights	insights	insights	einsicht	insights	▁65
118	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
119	space	space	space	space	space	space
120	speicher	speicherressourcen	speicher	speicher	speicher	speicher
121	teilen	teilen	teilen	teilen	teilen	teilen
122	release	release	release	release	release	release
123	datenzugriffskontrollen	datenzugriffskontrollen	datenzugriffskontrollen	datenzugriffskontrollen	datenzugriffskontrollen	zugriffskontrolle
124	datenbeschränkung	datenbeschränkung	datenbeschränkung	einschränkung	datenbeschränkung	einschränkung
125	snapshot	snapshot	snapshot	snapshot	snapshot	snapshot
126	interface	interface	interface	interface	interface	▁68
127	nachricht	nachricht	nachricht	nachricht	nachricht	meldung
128	bereitstellung	bereitstellung	bereitstellung	bereitstellung	bereitstellung	▁45
129	datenprovider	datenanbieter	datenprovider	datenprovider	datenprovider	datenanbieter
130	referenzdaten	referenzdaten	referenzdaten	referenzdaten	referenzdaten	▁101
131	neuimplementierungen	bereitstellung	neuimplementierungen	bereitstellung	neuimplementierungen	▁45
132	release	release	release	release	release	release
133	datenanbieter	datenanbieter	datenanbieter	datenprovider	datenanbieter	datenanbieter
134	bereitstellen	bereitstellung	bereitstellen	bereitstellung	bereitstellen	▁45
135	datenupdat	datenupdat	datenupdat	aktualisierung	datenupdat	aktualisierung
136	fähigkeit	qualifikation	fähigkeit	fähigkeit	fähigkeit	qualifikation
137	rückmeldung	rückmeldung	rückmeldung	rückmeldung	rückmeldung	▁55
138	datenprovider	datenanbieter	datenprovider	datenprovider	datenprovider	datenanbieter
139	einfügeprivileg	einfügeprivileg	einfügeprivileg	einfügeprivileg	einfügeprivileg	▁64
140	tabelle	tabelle	tabelle	tabelle	tabelle	tabelle
141	einsicht	insights	einsicht	einsicht	einsicht	▁65
142	bereitstellungsen	bereitstellung	bereitstellungsen	bereitstellung	bereitstellungsen	▁45
143	space	space	space	space	space	space
144	personendaten	personendaten	personendaten	personenbezogen datum	personendaten	personenbezogen datum
145	arbeitsplatz	arbeitsplatz	arbeitsplatz	arbeitsplatz	arbeitsplatz	arbeitsplatz
146	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
147	release	release	release	release	release	release
148	space	space	space	space	space	space
149	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁24
150	verbrauchsmodell	verbrauchsmodellen	verbrauchsmodell	verbrauchsmodell	verbrauchsmodell	verbrauchsmodell
151	problem	problem	problem	problem	problem	problem
152	verbrauchsmodell	verbrauchsmodellen	verbrauchsmodell	verbrauchsmodell	verbrauchsmodell	verbrauchsmodell
153	beginn	startzeitpunkt	beginn	beginn	beginn	▁121
154	namensraum	namensraum	namensraum	namensraum	namensraum	▁81
155	bereitstellung	bereitstellung	bereitstellung	bereitstellung	bereitstellung	▁45
156	job	job	job	job	job	job
157	space	space	space	space	space	space
158	space	space	space	space	space	space
159	verfügbaren kapazität	verfügbaren kapazität	verfügbaren kapazität	verfügbaren kapazität	verfügbaren kapazität	▁22
160	kontrakt	kontrakt	kontrakt	kontrakt	kontrakt	kontrakt
161	erneuerungsehsen	erneuerungsehsen	erneuerungsehsen	erneuerungsehsen	erneuerungsehsen	▁106
162	datenprovider	datenanbieter	datenprovider	datenprovider	datenprovider	datenanbieter
163	bereich	space	bereich	space	bereich	space
164	speicherplatz	space	speicherplatz	space	speicherplatz	space
165	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
166	datenbeschränken	datenbeschränkung	datenbeschränken	einschränkung	datenbeschränken	einschränkung
167	zuweissgen	zuweissgen	zuweissgen	übertragen	zuweissgen	übertragen
168	erneuerungsehsen	erneuerungsehsen	erneuerungsehsen	erneuerungsehsen	erneuerungsehsen	▁106
169	verbrauchsmodellen	verbrauchsmodellen	verbrauchsmodellen	verbrauchsmodell	verbrauchsmodellen	verbrauchsmodell
170	space	space	space	space	space	space
171	tabelle	tabelle	tabelle	tabelle	tabelle	▁6
172	dienst	dienst	dienst	dienst	dienst	dienst
173	verweisen	referenzdaten	verweisen	referenzdaten	verweisen	▁101
174	implementierungen	element	implementierungen	element	implementierungen	artikel
175	space	space	space	space	space	space
176	undbenutzersoftwar	endbenutzerapp	undbenutzersoftwar	endbenutzerapp	undbenutzersoftwar	▁52
177	creator	creator	creator	creator	creator	creator
178	grafisch view	grafisch view	grafisch view	grafisch view	grafisch view	grafisch view
179	problem	problem	problem	problem	problem	problem
180	fenster	fenster	fenster	fenster	fenster	fenster
181	periode	periode	periode	periode	periode	periode
182	scripen	scripen	scripen	scripen	scripen	▁115
183	aktualisierung	datenupdat	aktualisierung	aktualisierung	aktualisierung	aktualisierung
184	nachricht	nachricht	nachricht	nachricht	nachricht	meldung
185	bereich	space	bereich	space	bereich	space
186	auslöserbasieren	auslöserbasieren	auslöserbasieren	auslöserbasieren	auslöserbasieren	auslöser
187	seitenbereich	seitenbereich	seitenbereich	seitenbereich	seitenbereich	seitenbereich
188	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
189	art	klauseltyp	art	art	art	art
190	nachricht	nachricht	nachricht	nachricht	nachricht	meldung
191	auftrag	auftrag	auftrag	auftrag	auftrag	auftrag
192	vorfall	meldung	vorfall	meldung	vorfall	meldung
193	sitzung	sitzung	sitzung	sitzung	sitzung	sitzung
194	schedul	terminplan	schedul	terminplan	schedul	terminplan
195	dokument	dokument	dokument	dokument	dokument	▁50
196	terminplan	terminplan	terminplan	terminplan	terminplan	terminplan
197	diagramm	diagramm	diagramm	diagramm	diagramm	diagramm
198	sperre	release	sperre	release	sperre	release
199	datumsauswahltyp	klauseltyp	datumsauswahltyp	art	datumsauswahltyp	art
200	dokument	dokument	dokument	dokument	dokument	▁50
201	revision	revision	revision	revision	revision	▁109
202	datenprovider	datenanbieter	datenprovider	datenprovider	datenprovider	datenanbieter
203	benachrichtigungsendatumen	benachrichtigungsendatumen	benachrichtigungsendatumen	benachrichtigung	benachrichtigungsendatumen	benachrichtigung
204	übertragen	zuweissgen	übertragen	übertragen	übertragen	übertragen
205	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
206	startseite	startseite	startseite	startseite	startseite	▁86
207	einschränkung	datenbeschränkung	einschränkung	einschränkung	einschränkung	einschränkung
208	genehmigungsprozessen	genehmigungsprozessen	genehmigungsprozessen	genehmigungsprozessen	genehmigungsprozessen	▁7
209	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	▁37
210	tabelleansicht	tabelleansicht	tabelleansicht	tabelle anzeigen	tabelleansicht	▁130
211	routeninformation	routeninformation	routeninformation	routeninformation	routeninformation	▁111
212	speicherart	speicherart	speicherart	speicherart	speicherart	▁123
213	analyseclient	client	analyseclient	analyseclient	analyseclient	client
214	prüfen	prüfen	prüfen	kontrolle	prüfen	▁32
215	verbrauchsmodell	verbrauchsmodellen	verbrauchsmodell	verbrauchsmodell	verbrauchsmodell	verbrauchsmodell
216	terminplan	terminplan	terminplan	terminplan	terminplan	terminplan
217	▔ertrat<sos>	abfrage	▔ertrat<sos>	abfrage	▔ertrat<sos>	abfrage
218	raum	space	raum	space	raum	space
219	einsatz	einsatz	einsatz	einsatz	einsatz	einsatz
220	warteschlangeneinsätzen	warteschlangeneinsätzen	warteschlangeneinsätzen	warteschlangeneinsätzen	warteschlangeneinsätzen	▁99
221	umrecenuhunus	umrecenuhunus	umrecenuhunus	umrecenuhunus	umrecenuhunus	▁96
222	arbeitspaket	arbeitspaket	arbeitspaket	arbeitselement	arbeitspaket	▁145
223	arbeitselementtypen	klauseltyp	arbeitselementtypen	art	arbeitselementtypen	art
224	element	element	element	element	element	artikel
225	schnellausführungen	schnellaktion	schnellausführungen	schnellaktion	schnellausführungen	▁11
226	schnellausführungen	schnellaktion	schnellausführungen	schnellaktion	schnellausführungen	▁0
227	terminplan	terminplan	terminplan	terminplan	terminplan	terminplan
228	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
229	intern	interfirmen	intern	intern	intern	▁67
230	nutzung	nutzung	nutzung	nutzung	nutzung	nutzung
231	produktionsauftragen	produktionsauftragen	produktionsauftragen	produktionsauftragen	produktionsauftragen	produktionsauftragen
232	produktionsauftragen	produktionsauftragen	produktionsauftragen	produktionsauftragen	produktionsauftragen	produktionsauftragen
233	dokumentstatusen	dokumentstatusen	dokumentstatusen	dokumentstatusen	dokumentstatusen	dokumentstatusen
234	anlegertermin	anlegertermin	anlegertermin	anlegertermin	anlegertermin	▁16
235	space	space	space	space	space	space
236	lieferungstypen	klauseltyp	lieferungstypen	art	lieferungstypen	art
237	position	position	position	position	position	▁91
238	hochbelasten	hochbelasten	hochbelasten	hochbelasten	hochbelasten	▁74
239	fehlerbehebungsmoden	fehlerbehebungsmoden	fehlerbehebungsmoden	fehlerbehebungsmoden	fehlerbehebungsmoden	▁139
240	datenzugriffskontrollen	datenzugriffskontrollen	datenzugriffskontrollen	datenzugriffskontrollen	datenzugriffskontrollen	zugriffskontrolle
241	wiederherstellung	wiederherstellung	wiederherstellung	wiederherstellung	wiederherstellung	▁108
242	echtzeitreplikation	echtzeitreplikation	echtzeitreplikation	echtzeitreplikation	echtzeitreplikation	▁87
243	aktualisierung	aktualisierung	aktualisierung	aktualisieren	aktualisierung	▁103
244	akzeptieren	akzeptieren	akzeptieren	akzeptieren	akzeptieren	▁8
245	artikel	element	artikel	element	artikel	artikel
246	offenlegeng	offenlegeng	offenlegeng	offenlegeng	offenlegeng	▁48
247	provider	provider	provider	provider	provider	provider
248	tasken	tasken	tasken	aufgabe	tasken	aufgabe
249	bearbeitung	bearbeitung	bearbeitung	bearbeitung	bearbeitung	▁95
250	tollensammlung	tollensammlung	tollensammlung	tollensammlung	tollensammlung	▁35
251	symbol	symbol	symbol	symbol	symbol	symbol
252	standardmäßig	standardmäßig	standardmäßig	standardmäßig	standardmäßig	▁42
253	bereich	bereich	bereich	bereich	bereich	▁113
254	sales	sales	sales	sales	sales	▁5
255	zuordnung	einsatz	zuordnung	einsatz	zuordnung	einsatz
256	dokument	dokument	dokument	dokument	dokument	▁50
257	zahlungsart	zahlungsart	zahlungsart	zahlungsart	zahlungsart	▁89
258	trennkritereimen	trennkritereimen	trennkritereimen	trennkritereimen	trennkritereimen	▁118
259	materialgruppe	materialgruppe	materialgruppe	materialgruppe	materialgruppe	materialgruppe
260	versönlichen datenberichterstattungen	personendaten	versönlichen datenberichterstattungen	personenbezogen datum	versönlichen datenberichterstattungen	personenbezogen datum
261	datenberichterstattungen	berichtszeitraum	datenberichterstattungen	bericht	datenberichterstattungen	report
262	kontrolle	prüfen	kontrolle	kontrolle	kontrolle	▁32
263	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	▁37
264	ausgabetyp	ausgabetyp	ausgabetyp	ausgabetyp	ausgabetyp	▁114
265	reihenfolge	reihenfolge	reihenfolge	reihenfolge	reihenfolge	reihenfolge
266	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
267	stornieren	stornieren	stornieren	stornieren	stornieren	▁28
268	unterschied	unterschied	unterschied	unterschied	unterschied	▁47
269	routingmethoden	routeninformation	routingmethoden	routeninformation	routingmethoden	▁111
270	benachrichtigung	benachrichtigungsendatumen	benachrichtigung	benachrichtigung	benachrichtigung	benachrichtigung
271	überprüfung	überprüfung	überprüfung	überprüfung	überprüfung	▁144
272	folgend	folgend	folgend	folgend	folgend	▁57
273	aktion	schnellaktion	aktion	schnellaktion	aktion	▁11
274	aktion	schnellaktion	aktion	schnellaktion	aktion	▁0
275	laden	laden	laden	laden	laden	▁141
276	terminplan	terminplan	terminplan	terminplan	terminplan	▁77
277	terminplan	terminplan	terminplan	terminplan	terminplan	terminplan
278	freigeben	teilen	freigeben	teilen	freigeben	teilen
279	prozentualen	prozentualen	prozentualen	hbereinstimmungsprozen	prozentualen	▁90
280	zuweisen	bestätigungsmenge	zuweisen	bestätigungsmenge	zuweisen	zuweisen
281	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	▁37
282	eigenschaftswerten	eigenschaftswerten	eigenschaftswerten	eigenschaftswerten	eigenschaftswerten	▁142
283	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
284	historie	releasehistoreinen	historie	historie	historie	▁62
285	aufbewahrungszeitraumen	aufbewahrungszeitraumen	aufbewahrungszeitraumen	aufbewahrungsdauern	aufbewahrungszeitraumen	aufbewahrungszeitraumen
286	position	element	position	element	position	artikel
287	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
288	kahlungsvorschlagen	kahlungsvorschlagen	kahlungsvorschlagen	kahlungsvorschlagen	kahlungsvorschlagen	▁88
289	folgend	folgend	folgend	folgend	folgend	▁57
290	dialogtex	dialogtex	dialogtex	dialogtex	dialogtex	▁46
291	kontrakt	kontrakt	kontrakt	kontrakt	kontrakt	kontrakt
292	bericht	berichtszeitraum	bericht	bericht	bericht	report
293	datenpunkt	datenpunkt	datenpunkt	datenpunkt	datenpunkt	datenpunkt
294	seitenbereich	seitenbereich	seitenbereich	seitenbereich	seitenbereich	seitenbereich
295	space	space	space	space	space	space
296	anforderungszeitraumen	anforderungszeitraumen	anforderungszeitraumen	anforderungszeitraumen	anforderungszeitraumen	▁59
297	lager	lager	lager	lager	lager	▁124
298	bereitstellung	bereitstellung	bereitstellung	bereitstellung	bereitstellung	▁45
299	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
300	testplan	klauseltyp	testplan	art	testplan	art
301	space	space	space	space	space	space
302	assoziation	assoziation	assoziation	assoziation	assoziation	assoziation
303	space	space	space	space	space	space
304	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
305	vermögenswert	vermögenswert	vermögenswert	objekt	vermögenswert	vermögenswert
306	abrechnungseintragen	abrechnungseintragen	abrechnungseintragen	abrechnungseintragen	abrechnungseintragen	▁33
307	regel|regeln	regel|regeln	regel|regeln	regel|regeln	regel|regeln	▁104
308	änderungsdokument	änderungsdokument	änderungsdokument	änderungsdokument	änderungsdokument	▁30
309	art	klauseltyp	art	art	art	art
310	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
311	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	konformitätsanfordern	▁37
312	typ	ergebnis	typ	ergebnis	typ	▁29
313	datenzugriffskontrollen	datenzugriffskontrollen	datenzugriffskontrollen	datenzugriffskontrollen	datenzugriffskontrollen	zugriffskontrolle
314	benachrichtigung	benachrichtigungsendatumen	benachrichtigung	benachrichtigung	benachrichtigung	benachrichtigung
315	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
316	raum	space	raum	space	raum	space
317	dokument	dokument	dokument	dokument	dokument	▁50
318	antrag	antrag	antrag	anliegen	antrag	antrag
319	grupperungsregeln	grupperungsregeln	grupperungsregeln	grupperungsregeln	grupperungsregeln	▁61
320	ausführen	ausführen	ausführen	ausführen	ausführen	ausführen
321	wertverlust	vermögenswert	wertverlust	objekt	wertverlust	vermögenswert
322	einsatz	einsatz	einsatz	einsatz	einsatz	einsatz
323	anforderung	anforderung	anforderung	anforderung	anforderung	anforderung
324	kommentar	kommentar	kommentar	kommentar	kommentar	▁36
325	prozedur	prozedur	prozedur	losgrößenverfahren	prozedur	▁4
326	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
327	kostenkomponenten	kostenkomponenten	kostenkomponenten	kostenkomponenten	kostenkomponenten	kostenkomponenten
328	problem	problem	problem	problem	problem	problem
329	abfrage	abfrage	abfrage	abfrage	abfrage	abfrage
330	workflow	workflow	workflow	workflow	workflow	workflow
331	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
332	umfang	umfang	umfang	funktionsumfang	umfang	umfang
333	space	space	space	space	space	space
334	tenant	tenant	tenant	tenant	tenant	▁134
335	status	status	status	status	status	status
336	phase	phase	phase	phase	phase	▁120
337	datenquellen	datenquellen	datenquellen	datenquellen	datenquellen	▁117
338	verpackunstufen	verpackunstufen	verpackunstufen	level	verpackunstufen	▁72
339	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
340	mapping	mapping	mapping	mapping	mapping	▁78
341	standort	standort	standort	lokation	standort	▁75
342	klassifizierung	klassifizierung	klassifizierung	klassifizierung	klassifizierung	klassifizierung
343	dokumentart	dokumentart	dokumentart	dokumentart	dokumentart	dokumentart
344	begriff	begriff	begriff	begriff	begriff	▁135
345	erstellen	erstellen	erstellen	erstellen	erstellen	erstellen
346	terminplan	terminplan	terminplan	terminplan	terminplan	terminplan
347	release	release	release	release	release	release
348	limit	limit	limit	limit	limit	▁73
349	dienstgruppenveröffentlichen	dienstgruppenveröffentlichen	dienstgruppenveröffentlichen	dienstgruppenveröffentlichen	dienstgruppenveröffentlichen	▁1
350	dienstgruppenveröffentlichen	dienstgruppenveröffentlichen	dienstgruppenveröffentlichen	dienstgruppenveröffentlichen	dienstgruppenveröffentlichen	▁60
351	einnahme	einnahme	einnahme	einnahme	einnahme	einnahme
352	zugriffskontrolle	datenzugriffskontrollen	zugriffskontrolle	datenzugriffskontrollen	zugriffskontrolle	zugriffskontrolle
353	space	space	space	space	space	space
354	einschränkung	datenbeschränkung	einschränkung	einschränkung	einschränkung	einschränkung
355	artikel	element	artikel	element	artikel	artikel
356	terminplan	terminplan	terminplan	terminplan	terminplan	terminplan
357	eigentümer	eigentümer	eigentümer	eigentümer	eigentümer	eigentümer
358	sequenz	reihenfolge	sequenz	reihenfolge	sequenz	reihenfolge
359	joint	joint	joint	joint	joint	▁70
360	accounting	accounting	accounting	accounting	accounting	accounting
361	laden	hochbelasten	laden	hochbelasten	laden	▁74
362	gerätevorliegen	gerätevorliegen	gerätevorliegen	dokumentvorlage	gerätevorliegen	▁133
363	batch	batch	batch	batch	batch	batch
364	buchung	buchung	buchung	buchung	buchung	▁27
365	profiltypen	klauseltyp	profiltypen	art	profiltypen	art
366	projektmanager	projektmanager	projektmanager	projektmanager	projektmanager	▁97
367	fordern	fordern	fordern	anfordern	fordern	▁107
368	dokumentenklasse	dokumentenklasse	dokumentenklasse	dokumentenklasse	dokumentenklasse	▁51
369	auswählen	auswählen	auswählen	auswählen	auswählen	auswählen
370	schnellaktion	schnellaktion	schnellaktion	schnellaktion	schnellaktion	▁11
371	schnellaktion	schnellaktion	schnellaktion	schnellaktion	schnellaktion	▁0
372	veraltet	veraltet	veraltet	veraltet	veraltet	▁82
373	release	release	release	release	release	release
374	audit log	audit log	audit log	audit log	audit log	▁21
375	transaktion	transaktion	transaktion	transaktion	transaktion	transaktion
376	anwenden	anwenden	anwenden	anwenden	anwenden	anwenden
377	space	space	space	space	space	space
378	▔ertrat<sos>	bereich	▔ertrat<sos>	bereich	▔ertrat<sos>	bereich
379	vorgang	vorgang	vorgang	vorgang	vorgang	vorgang
380	dokumentvorlage	gerätevorliegen	dokumentvorlage	dokumentvorlage	dokumentvorlage	▁133
381	hauptkontaktindikator	hauptkontaktindikator	hauptkontaktindikator	hauptkontaktindikator	hauptkontaktindikator	▁93
382	nachricht	nachricht	nachricht	nachricht	nachricht	meldung
383	übertragen	zuweissgen	übertragen	übertragen	übertragen	übertragen
384	offene	prüfen	offene	kontrolle	offene	▁32
385	konformitätserfüllung	konformitätsanfordern	konformitätserfüllung	konformitätsanfordern	konformitätserfüllung	▁37
386	durchfahren|durchführen	durchfahren|durchführen	durchfahren|durchführen	durchfahren|durchführen	durchfahren|durchführen	▁112
