	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
59	patrón de repetición	patrón de repetición	patrón de repetición	patrón de repetición	patrón de repetición	modelo de repetición
60	suplente	suplente	suplente	suplente	suplente	suplente
61	revisión	revisión	revisión	revisión	revisión	revisión
62	característica	característica	característica	característica	característica	característica
63	deudor	deudor	deudor	deudor	deudor	deudor
64	llamar	llamar	llamar	llamar	llamar	llamar
65	etiqueta	pestaña	etiqueta	pestaña	etiqueta	etiqueta
66	reproducción	reproducción	reproducción	reproducción	reproducción	replicación
67	bloqueado	bloqueado	bloqueado	bloqueado	bloqueado	definir
68	modificación	modificación	modificación	cambio	modificación	modificación
69	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
70	añadir	agregar	añadir	añadir	añadir	agregar
71	imputación	imputación	imputación	imputación	imputación	imputación
72	socio	socio	socio	socio	socio	interlocutor
73	predefinido	predefinida	predefinido	predeterminado	predefinido	estándar
74	ignorar	ignorar	ignorar	ignorar	ignorar	ignorar
75	indicador	indicador	indicador	indicador	indicador	indicador
76	operación	operación	operación	operación	operación	operación
77	deudor	deudor	deudor	deudor	deudor	deudor
78	registro	registro	registro	registro	registro	registro
79	cabecera	cabecera	cabecera	cabecera	cabecera	cabecera
80	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento
81	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
82	tipo	tipo	tipo	tipo	tipo	clase
83	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
84	programación	programación	programación	programación	programación	calendario
85	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
86	añadir	agregar	añadir	añadir	añadir	agregar
87	imputación	imputación	imputación	imputación	imputación	contingente
88	página de perfil	página de perfil	página de perfil	página de perfil	página de perfil	página de perfil
89	imputación	imputación	imputación	imputación	imputación	contingente
90	socio	socio	socio	socio	socio	interlocutor
91	incidencia	incidencia	incidencia	incidencia	incidencia	incidencia
92	compensación	compensación	compensación	compensación	compensación	compensación
93	contingente	imputación	contingente	imputación	contingente	contingente
94	conjunto	conjunto	conjunto	conjunto	conjunto	conjunto
95	icono	icono	icono	icono	icono	icono
96	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
97	orden	orden	orden	orden	orden	orden
98	trabajo	job	trabajo	trabajo	trabajo	job
99	cliente	cliente	cliente	cliente	cliente	cliente
100	informe	informe	informe	informe	informe	informe
101	tarea	job	tarea	trabajo	tarea	job
102	iniciado	iniciado	iniciado	iniciado	iniciado	▁15
103	industria	tipo	industria	tipo	industria	clase
104	socio	socio	socio	socio	socio	interlocutor
105	estándar	predefinida	estándar	predeterminado	estándar	estándar
106	utilizar	uso	utilizar	utilizar	utilizar	usar
107	tarifa	tarifa	tarifa	tarifa	tarifa	tarifa
108	notificación de servicio	notificación de servicio	notificación de servicio	confirmación de servicio	notificación de servicio	confirmación de servicio
109	imputación	imputación	imputación	imputación	imputación	contingente
110	deudor	deudor	deudor	deudor	deudor	deudor
111	posición	elemento	posición	artículo	posición	artículo
112	incidencia	incidencia	incidencia	incidencia	incidencia	incidencia
113	interlocutor	socio	interlocutor	socio	interlocutor	interlocutor
114	grupo de clase de producto	grupo de clase de producto	grupo de clase de producto	grupo de clase de producto	grupo de clase de producto	grupo de clase de producto
115	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
116	clase de transacción	clase de transacción	clase de transacción	clase de transacción	clase de transacción	clase de transacción
117	facturar	facturar	facturar	cuenta	facturar	cuenta
118	problema	problema	problema	problema	problema	emisión
119	resultado	resultado	resultado	resultado	resultado	resultado
120	guardar	guardar	guardar	guardar	guardar	guardar
121	utilizar	uso	utilizar	utilizar	utilizar	usar
122	etiqueta	pestaña	etiqueta	pestaña	etiqueta	etiqueta
123	verificación	verificación	verificación	verificación	verificación	verificación
124	pedir abierto central	pedir abierto central	pedir abierto central	pedir abierto central	pedir abierto central	pedir abierto central
125	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	centro de trabajo
126	entrada	entrada	entrada	entrada	entrada	entrada
127	alcance	alcance	alcance	alcance	alcance	alcance
128	usar	uso	usar	utilizar	usar	usar
129	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
130	clase	tipo	clase	tipo	clase	clase
131	compartición	compartición	compartición	compartición	compartición	compartición
132	requisito	requisito	requisito	requisito	requisito	necesidad
133	plantilla	modelo	plantilla	plantilla	plantilla	modelo
134	pulsador	pulsador	pulsador	botón	pulsador	botón
135	tiempo	tiempo	tiempo	tiempo	tiempo	tiempo
136	programación	programación	programación	programación	programación	calendario
137	fuente	fuente	fuente	fuente	fuente	fuente
138	utilización	utilización	utilización	utilización	utilización	uso
139	indicador	indicador	indicador	indicador	indicador	indicador
140	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	centro de trabajo
141	tipo	tipo	tipo	tipo	tipo	clase
142	indicador	indicador	indicador	indicador	indicador	indicador
143	plantilla	modelo	plantilla	plantilla	plantilla	modelo
144	incompleto	incompleto	incompleto	completo	incompleto	completo
145	guardar	guardar	guardar	guardar	guardar	guardar
146	nombre empresarial	nombre empresarial	nombre empresarial	nombre empresarial	nombre empresarial	nombre empresarial
147	pago adelantado	pago adelantado	pago adelantado	pago adelantado	pago adelantado	▁9
148	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso
149	programación	programación	programación	programación	programación	calendario
150	requisito	requisito	requisito	requisito	requisito	necesidad
151	indicador	indicador	indicador	indicador	indicador	indicador
152	verificando	verificación	verificando	verificación	verificando	verificación
153	suplemento	suplemento	suplemento	suplemento	suplemento	▁13
154	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo
155	socio	socio	socio	socio	socio	interlocutor
156	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento
157	ejecutar	ejecutar	ejecutar	ejecutar	ejecutar	ejecutar
158	añadir	agregar	añadir	añadir	añadir	agregar
159	botón	pulsador	botón	botón	botón	botón
160	verificar	verificación	verificar	verificación	verificar	verificación
161	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
162	socio	socio	socio	socio	socio	interlocutor
163	sitio	sitio	sitio	sitio	sitio	sitio
164	orientado a necesidad	orientado a necesidad	orientado a necesidad	orientado a necesidad	orientado a necesidad	▁6
165	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso
166	filial de sap	filial de sap	filial de sap	filial de sap	filial de sap	filial de sap
167	popup	popup	popup	popup	popup	popup
168	socio	socio	socio	socio	socio	interlocutor
169	añadir	agregar	añadir	añadir	añadir	agregar
170	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
171	socio	socio	socio	socio	socio	interlocutor
172	bloquear	bloquear	bloquear	bloqueando	bloquear	bloquear
173	plantilla	modelo	plantilla	plantilla	plantilla	modelo
174	imputación	imputación	imputación	imputación	imputación	contingente
175	imputación	imputación	imputación	imputación	imputación	contingente
176	rescisión	rescisión	rescisión	rescisión	rescisión	rescisión
177	caso de utilización	caso de utilización	caso de utilización	caso de uso	caso de utilización	caso de uso
178	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
179	fuente	fuente	fuente	fuente	fuente	fuente
180	intervalo	intervalo	intervalo	intervalo	intervalo	intervalo
181	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso
182	defecto	predefinida	defecto	predeterminado	defecto	estándar
183	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición
184	desglose	desglose	desglose	desglose	desglose	desglose
185	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
186	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
187	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
188	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento
189	aplicación cliente	aplicación cliente	aplicación cliente	aplicación cliente	aplicación cliente	aplicación cliente
190	tipo de vista	tipo de vista	tipo de vista	tipo de vista	tipo de vista	▁17
191	guardar	guardar	guardar	guardar	guardar	guardar
192	job	job	job	trabajo	job	job
193	indicador	indicador	indicador	indicador	indicador	indicador
194	modelo	modelo	modelo	plantilla	modelo	modelo
195	imputación	imputación	imputación	imputación	imputación	contingente
196	fase	fase	fase	fase	fase	fase
197	imputación	imputación	imputación	imputación	imputación	contingente
198	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	centro de trabajo
199	quitar	quitar	quitar	quitar	quitar	quitar
200	añadir	agregar	añadir	añadir	añadir	agregar
201	actividad empresarial	actividad empresarial	actividad empresarial	actividad empresarial	actividad empresarial	actividad empresarial
202	agregar	agregar	agregar	añadir	agregar	agregar
203	socio	socio	socio	socio	socio	interlocutor
204	alto	alto	alto	alto	alto	alto
205	plantilla	modelo	plantilla	plantilla	plantilla	modelo
206	elemento	elemento	elemento	artículo	elemento	artículo
207	clase	clase	clase	clase	clase	clase
208	existencia	existencia	existencia	existencia	existencia	existencia
209	etiqueta	pestaña	etiqueta	pestaña	etiqueta	etiqueta
210	tiempo	tiempo	tiempo	tiempo	tiempo	tiempo
211	▔	▁1	▔	▁1	▔	▁5
212	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento
213	actualización	actualización	actualización	actualización	actualización	▁16
214	posición	elemento	posición	artículo	posición	artículo
215	centro de trabajo	puesto de trabajo	centro de trabajo	puesto de trabajo	centro de trabajo	centro de trabajo
216	predeterminado	predefinida	predeterminado	predeterminado	predeterminado	estándar
217	guardar	guardar	guardar	guardar	guardar	guardar
218	tipo	tipo	tipo	tipo	tipo	clase
219	compartición	compartición	compartición	compartición	compartición	compartición
220	plantilla	modelo	plantilla	plantilla	plantilla	modelo
221	tile	guardar como	tile	guardar como	tile	guardar como
222	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
223	▔	bloqueado	▔	bloqueado	▔	definir
224	plantilla de rol	plantilla de rol	plantilla de rol	plantilla de rol	plantilla de rol	plantilla de rol
225	modelo	modelo	modelo	plantilla	modelo	modelo
226	posición	elemento	posición	artículo	posición	artículo
227	añadir	agregar	añadir	añadir	añadir	agregar
228	utilización	utilización	utilización	utilización	utilización	uso
229	punto final	punto final	punto final	punto de acceso	punto final	punto de acceso
230	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
231	recuperación	recuperación	recuperación	recuperación	recuperación	▁11
232	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio
233	recopilación	recopilación	recopilación	recopilación	recopilación	recopilación
234	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición
235	filtrar	filtrar	filtrar	filtrar	filtrar	filtrar
236	programación	programación	programación	programación	programación	calendario
237	defecto	predefinida	defecto	predeterminado	defecto	estándar
238	plantilla	modelo	plantilla	plantilla	plantilla	modelo
239	unión	unión	unión	unión	unión	unión
240	clase de ejecución	clase de ejecución	clase de ejecución	clase de ejecución	clase de ejecución	clase de ejecución
241	modelo de repetición	patrón de repetición	modelo de repetición	patrón de repetición	modelo de repetición	modelo de repetición
242	declaración	declaración	declaración	declaración	declaración	declaración
243	función	característica	función	característica	función	característica
244	corrección	corrección	corrección	corrección	corrección	corrección
245	repositorio local	repositorio local	repositorio local	repositorio local	repositorio local	repositorio local
246	guardar	guardar	guardar	guardar	guardar	guardar
247	utilizar	uso	utilizar	utilizar	utilizar	usar
248	extracto	declaración	extracto	declaración	extracto	declaración
249	▔	compensación	▔	compensación	▔	compensación
250	contingente	imputación	contingente	imputación	contingente	contingente
251	reproducción	reproducción	reproducción	reproducción	reproducción	replicación
252	autorización	autorización	autorización	autorización	autorización	autorización
253	autorización	autorización	autorización	autorización	autorización	autorización
254	transferencia	transferencia	transferencia	transferencia	transferencia	transferencia
255	ficha	pestaña	ficha	pestaña	ficha	etiqueta
256	versión de producción	versión de producción	versión de producción	versión de producción	versión de producción	versión de producción
257	replicación	reproducción	replicación	reproducción	replicación	replicación
258	estado	bloqueado	estado	bloqueado	estado	definir
259	informe	informe	informe	informe	informe	gestión de informe
260	utilizar	uso	utilizar	utilizar	utilizar	usar
261	guardar	guardar	guardar	guardar	guardar	guardar
262	paso	paso	paso	paso	paso	etapa
263	objetivo	objetivo	objetivo	objetivo	objetivo	objetivo
264	contrato por cantidad	contrato por cantidad	contrato por cantidad	contrato por cantidad	contrato por cantidad	contrato por cantidad
265	completo	incompleto	completo	completo	completo	completo
266	plantilla	modelo	plantilla	plantilla	plantilla	modelo
267	autorización	autorización	autorización	autorización	autorización	autorización
268	autorización	autorización	autorización	autorización	autorización	autorización
269	problema	problema	problema	problema	problema	emisión
270	informe	informe	informe	informe	informe	informe
271	ficha	pestaña	ficha	pestaña	ficha	etiqueta
272	▔	pestaña	▔	pestaña	▔	etiqueta
273	socio	socio	socio	socio	socio	interlocutor
274	red	red	red	red	red	red
275	socio	socio	socio	socio	socio	interlocutor
276	editar	editar	editar	editar	editar	editar
277	modelo	modelo	modelo	plantilla	modelo	modelo
278	borrar	eliminar	borrar	eliminar	borrar	borrar
279	info	info	info	acerca	info	info
280	socio	socio	socio	socio	socio	interlocutor
281	función	función	función	rol	función	función
282	modelo	modelo	modelo	plantilla	modelo	modelo
283	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento
284	cuenta contractual	cuenta contractual	cuenta contractual	cuenta contractual	cuenta contractual	cuenta contractual
285	guardar	guardar	guardar	guardar	guardar	guardar
286	tipo	tipo	tipo	tipo	tipo	clase
287	tratar	editar	tratar	editar	tratar	editar
288	plantilla	modelo	plantilla	plantilla	plantilla	modelo
289	tipo de impuesto	tipo de impuesto	tipo de impuesto	tipo de impuesto	tipo de impuesto	tipo de impuesto
290	utilización	utilización	utilización	utilización	utilización	uso
291	autorización	autorización	autorización	autorización	autorización	autorización
292	autorización	autorización	autorización	autorización	autorización	autorización
293	contenido empresarial	contenido empresarial	contenido empresarial	contenido empresarial	contenido empresarial	contenido empresarial
294	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa
295	programación	programación	programación	programación	programación	calendario
296	tarea	job	tarea	trabajo	tarea	job
297	destino	destino	destino	destino	destino	destino
298	plantilla de rol	plantilla de rol	plantilla de rol	plantilla de rol	plantilla de rol	plantilla de rol
299	trabajo	programación	trabajo	programación	trabajo	calendario
300	pedir	pedir	pedir	historial	pedir	pedir
301	acerca	info	acerca	acerca	acerca	info
302	socio	socio	socio	socio	socio	interlocutor
303	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición
304	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
305	despliegue	despliegue	despliegue	despliegue	despliegue	despliegue
306	detener	interrumpir	detener	interrumpir	detener	detener
307	evaluación	evaluación	evaluación	evaluación	evaluación	evaluación
308	iflows	iflows	iflows	flow	iflows	flow
309	agregar	agregar	agregar	agregar	agregar	agregar
310	añadir	agregar	añadir	añadir	añadir	agregar
311	transacción	clase de transacción	transacción	clase de transacción	transacción	clase de transacción
312	guardar	guardar	guardar	guardar	guardar	guardar
313	disposición	disposición	disposición	disposición	disposición	disposición
314	guardar	guardar	guardar	guardar	guardar	guardar
315	envío	envío	envío	envío	envío	envío
316	rol	función	rol	rol	rol	función
317	tipo	tipo	tipo	tipo	tipo	clase
318	artículo	elemento	artículo	artículo	artículo	artículo
319	plantilla	modelo	plantilla	plantilla	plantilla	modelo
320	plantilla	modelo	plantilla	plantilla	plantilla	modelo
321	punto de acceso	punto final	punto de acceso	punto de acceso	punto de acceso	punto de acceso
322	programación	programación	programación	programación	programación	calendario
323	cuadrícula	cuadrícula	cuadrícula	cuadrícula	cuadrícula	cuadrícula
324	agregar	agregar	agregar	añadir	agregar	agregar
325	entrada de mercancía	entrada de mercancía	entrada de mercancía	entrada de mercancía	entrada de mercancía	▁8
326	paso	paso	paso	paso	paso	etapa
327	envío	envío	envío	envío	envío	envío
328	tipo	tipo	tipo	tipo	tipo	clase
329	tipo	tipo	tipo	tipo	tipo	clase
330	programa	programación	programa	programación	programa	calendario
331	teclas	pestaña	teclas	pestaña	teclas	etiqueta
332	socio	socio	socio	socio	socio	interlocutor
333	calificación	calificación	calificación	calificación	calificación	calificación
334	socio	socio	socio	socio	socio	interlocutor
335	sorteo	sorteo	sorteo	sorteo	sorteo	sorteo
336	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
337	socio	socio	socio	socio	socio	interlocutor
338	cuenta	facturar	cuenta	cuenta	cuenta	cuenta
339	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	centro de trabajo
340	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
341	informe	informe	informe	informe	informe	informe
342	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
343	editar	editar	editar	editar	editar	editar
344	socio	socio	socio	socio	socio	interlocutor
345	socio	socio	socio	socio	socio	interlocutor
346	socio	socio	socio	socio	socio	interlocutor
347	visualización	visualización	visualización	visualización	visualización	visualización
348	socio	socio	socio	socio	socio	interlocutor
349	entrada de mercancía	entrada de mercancía	entrada de mercancía	entrada de mercancía	entrada de mercancía	▁8
350	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
351	flujo	iflows	flujo	flow	flujo	flow
352	anular el selección	anular el selección	anular el selección	anular el selección	anular el selección	anular el selección
353	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
354	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
355	necesidad	requisito	necesidad	requisito	necesidad	necesidad
356	cuota	cuota	cuota	cuota	cuota	cuota
357	añadir	agregar	añadir	añadir	añadir	agregar
358	medida	indicador	medida	indicador	medida	indicador
359	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
360	borrar	eliminar	borrar	eliminar	borrar	borrar
361	socio	socio	socio	socio	socio	interlocutor
362	tarjeta	editar	tarjeta	editar	tarjeta	editar
363	añadir	agregar	añadir	añadir	añadir	agregar
364	grupo	tipo	grupo	tipo	grupo	clase
365	botón	pulsador	botón	botón	botón	botón
366	socio	socio	socio	socio	socio	interlocutor
367	reporting	informe	reporting	informe	reporting	gestión de informe
368	report	informe	report	informe	report	informe
369	extensión	extensión	extensión	extensión	extensión	extensión
370	visualización	visualización	visualización	visualización	visualización	visualización
371	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
372	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa
373	unidad empresarial	unidad empresarial	unidad empresarial	unidad empresarial	unidad empresarial	unidad empresarial
374	indicador	indicador	indicador	indicador	indicador	indicador
375	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
376	anulación	restablece	anulación	restablecer	anulación	anulación
377	concluir	concluir	concluir	concluir	concluir	completar
378	vencimiento	vencimiento	vencimiento	vencimiento	vencimiento	vencimiento
379	▔	▁0	▔	▁0	▔	▁3
380	uso	utilización	uso	utilización	uso	uso
381	mover	mover	mover	mover	mover	mover
382	suministrar	suministrar	suministrar	suministrar	suministrar	suministrar
383	etapa	paso	etapa	paso	etapa	etapa
384	autorización	autorización	autorización	autorización	autorización	autorización
385	autorización	autorización	autorización	autorización	autorización	autorización
386	utilización	uso	utilización	utilizar	utilización	usar
387	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
388	empresarial	empresarial	empresarial	empresarial	empresarial	▁1
389	acerca	info	acerca	acerca	acerca	info
390	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
391	informe	informe	informe	informe	informe	informe
392	predeterminado	predefinida	predeterminado	predeterminado	predeterminado	estándar
393	trabajo	job	trabajo	trabajo	trabajo	job
394	alcance	alcance	alcance	alcance	alcance	alcance
395	guardar	guardar	guardar	guardar	guardar	guardar
396	informe	informe	informe	informe	informe	informe
397	guardar	guardar	guardar	guardar	guardar	guardar
398	agregar	agregar	agregar	añadir	agregar	agregar
399	tarea	job	tarea	trabajo	tarea	job
400	mostrar	mostrar	mostrar	mostrar	mostrar	mostrar
401	utilizar	uso	utilizar	utilizar	utilizar	usar
402	guardar	guardar	guardar	guardar	guardar	guardar
403	guardar	guardar	guardar	guardar	guardar	guardar
404	artículo	elemento	artículo	artículo	artículo	artículo
405	implementación	despliegue	implementación	despliegue	implementación	despliegue
406	indicador	indicador	indicador	indicador	indicador	indicador
407	administración	administración	administración	administración	administración	administración
408	socio	socio	socio	socio	socio	interlocutor
409	socio	socio	socio	socio	socio	interlocutor
410	socio	socio	socio	socio	socio	interlocutor
411	medio	medio	medio	medio	medio	medio
412	socio	socio	socio	socio	socio	interlocutor
413	indicador	indicador	indicador	indicador	indicador	indicador
414	data warehouse	data warehouse	data warehouse	data warehouse	data warehouse	▁4
415	recopilación	recopilación	recopilación	recopilación	recopilación	recopilación
416	artículo	elemento	artículo	artículo	artículo	artículo
417	quitar	quitar	quitar	quitar	quitar	quitar
418	valoración	calificación	valoración	calificación	valoración	calificación
419	mosaico	mosaico	mosaico	mosaico	mosaico	mosaico
420	predeterminado	predefinida	predeterminado	predeterminado	predeterminado	estándar
421	cualificador	cualificador	cualificador	cualificador	cualificador	cualificador
422	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
423	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
424	rol	función	rol	rol	rol	función
425	socios	socio	socios	socio	socios	interlocutor
426	editar	editar	editar	editar	editar	editar
427	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
428	enlace	enlace	enlace	enlace	enlace	enlace
429	fuente	fuente	fuente	fuente	fuente	fuente
430	tipo	tipo	tipo	tipo	tipo	clase
431	eliminación	eliminación	eliminación	eliminación	eliminación	▁7
432	vínculo	enlace	vínculo	enlace	vínculo	enlace
433	dashboard	dashboard	dashboard	dashboard	dashboard	dashboard
434	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
435	socio	socio	socio	socio	socio	interlocutor
436	definir	bloqueado	definir	bloqueado	definir	definir
437	informe	informe	informe	informe	informe	informe
438	ventaja	ventaja	ventaja	ventaja	ventaja	ventaja
439	regla empresarial	regla empresarial	regla empresarial	regla empresarial	regla empresarial	regla empresarial
440	socio	socio	socio	socio	socio	interlocutor
441	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
442	agregar	agregar	agregar	añadir	agregar	agregar
443	socio	socio	socio	socio	socio	interlocutor
444	emisión	problema	emisión	problema	emisión	emisión
445	socio	socio	socio	socio	socio	interlocutor
446	socio	tipo	socio	tipo	socio	clase
447	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
448	socio	socio	socio	socio	socio	interlocutor
449	socio	socio	socio	socio	socio	interlocutor
450	desglose	desglose	desglose	desglose	desglose	desglose
451	completar	concluir	completar	concluir	completar	completar
452	propósito	objetivo	propósito	objetivo	propósito	objetivo
453	rol de empresa	rol de empresa	rol de empresa	rol de empresa	rol de empresa	rol de empresa
454	socios	socio	socios	socio	socios	interlocutor
455	uso	utilización	uso	utilización	uso	uso
456	plantilla	modelo	plantilla	plantilla	plantilla	modelo
457	mejora	mejora	mejora	mejora	mejora	mejora
458	objetivo	destino	objetivo	destino	objetivo	destino
459	rango	intervalo	rango	intervalo	rango	intervalo
460	flow	iflows	flow	flow	flow	flow
461	modelo de proceso	modelo de proceso	modelo de proceso	modelo de proceso	modelo de proceso	modelo de proceso
462	ventajas	ventaja	ventajas	ventaja	ventajas	ventaja
463	tarifa	tarifa	tarifa	tarifa	tarifa	tarifa
464	programación	programación	programación	programación	programación	calendario
465	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
466	entidad empresarial	entidad empresarial	entidad empresarial	entidad empresarial	entidad empresarial	entidad empresarial
467	sitio	sitio	sitio	sitio	sitio	sitio
468	historial	pedir	historial	historial	historial	pedir
469	autorización	autorización	autorización	autorización	autorización	▁0
