	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
100	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox
101	open	open	open	open	open	▁284
102	trade	trade	trade	tradeconnect	trade	▁249
103	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform
104	hkma	hkma	hkma	hkma	hkma	hkma
105	terrorist financing	terrorist financing	terrorist financing	counter financing	terrorist financing	▁114
106	hkma	hkma	hkma	hkma	hkma	hkma
107	financial	financial technology	financial	fintech	financial	fintech
108	bond	bond	bond	bond	bond	▁36
109	bond and project financing market	bond and project financing market	bond and project financing market	bond and project financing market	bond and project financing market	▁37
110	government green bond	government green bond	government green bond	government green bond	government green bond	▁139
111	sar government	hksar government	sar government	hksar government	sar government	hksar government
112	seminar	seminar	seminar	seminar	seminar	▁191
113	green bond	green bond	green bond	green bond	green bond	green bond
114	green bond funding scheme	green bond funding scheme	green bond funding scheme	green bond funding scheme	green bond funding scheme	▁203
115	green finance	green finance	green finance	green finance	green finance	green finance
116	green finance certification service	green finance certification service	green finance certification service	green finance certification service	green finance certification service	▁204
117	soft power	soft power	soft power	soft power	soft power	soft power
118	hkma	hkma	hkma	hkma	hkma	hkma
119	financial industry	financial industry	financial industry	financial industry	financial industry	financial industry
120	partner	partner	partner	partner	partner	▁66
121	sasac	sasac	sasac	state council	sasac	state council
122	sasac	sasac	sasac	sasac	sasac	sasac
123	infrastructure related project	infrastructure related project	infrastructure related project	infrastructure related project	infrastructure related project	▁76
124	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
125	hkma	hkma	hkma	hkma	hkma	hkma
126	financial and professional service sector	financial and professional service sector	financial and professional service sector	financial and professional service sector	financial and professional service sector	financial and professional service sector
127	high roundtable discussion	high roundtable discussion	high roundtable discussion	high roundtable	high roundtable discussion	high roundtable
128	london trading hour	london trading hour	london trading hour	london trading hour	london trading hour	london trading hour
129	system	▁9	system	system	system	▁63
130	hkma	hkma	hkma	hkma	hkma	hkma
131	issue bank	issue bank	issue bank	issue bank	issue bank	note bank
132	hkma	hkma	hkma	hkma	hkma	hkma
133	hong kong banknote	hong kong banknote	hong kong banknote	hong kong banknote	hong kong banknote	hong kong banknote
134	primary liquidity provider	primary liquidity provider	primary liquidity provider	primary liquidity provider	primary liquidity provider	▁0
135	hkma	hkma	hkma	hkma	hkma	hkma
136	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market
137	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer
138	hkma	hkma	hkma	hkma	hkma	hkma
139	counter financing	terrorist financing	counter financing	counter financing	counter financing	▁114
140	anti laundering	anti laundering	anti laundering	anti-money laundering	anti laundering	anti-money laundering
141	anti laundering and counter financing	anti laundering and counter financing	anti laundering and counter financing	anti laundering and counter financing	anti laundering and counter financing	aml
142	▔	▁10	▔	▁7	▔	▁68
143	over ( otc ) derivative	over ( otc ) derivative	over ( otc ) derivative	otc derivative	over ( otc ) derivative	over ( otc ) derivative
144	over derivative market	over derivative market	over derivative market	over derivative market	over derivative market	over derivative market
145	financial institution resolution framework	financial institution resolution framework	financial institution resolution framework	financial institution resolution framework	financial institution resolution framework	▁265
146	barrier banking service	barrier banking service	barrier banking service	barrier banking service	barrier banking service	barrier banking service
147	hkma	hkma	hkma	hkma	hkma	hkma
148	development banks	development banks	development banks	development banks	development banks	▁182
149	banking	▁25	banking	banking	banking	banking sector
150	banking	▁25	banking	banking	banking	banking sector
151	hkma	hkma	hkma	hkma	hkma	hkma
152	non-executive director	non-executive director	non-executive director	non-executive director	non-executive director	▁176
153	conference	seminar	conference	seminar	conference	▁191
154	hkma	hkma	hkma	hkma	hkma	hkma
155	▔	resolution mechanism	▔	resolution mechanism	▔	▁227
156	banking	banking	banking	banking	banking	▁277
157	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao
158	hkma	hkma	hkma	hkma	hkma	hkma
159	banking professional qualification framework	banking professional qualification framework	banking professional qualification framework	banking professional qualification framework	banking professional qualification framework	▁271
160	banking	▁25	banking	banking	banking	banking sector
161	self	self	self	self	self	self
162	hkma	hkma	hkma	hkma	hkma	hkma
163	bank culture	banking culture	bank culture	bank culture	bank culture	▁272
164	banking culture reform	banking culture reform	banking culture reform	banking culture reform	banking culture reform	▁273
165	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	▁274
166	locally systemically important	locally systemically important	locally systemically important	locally systemically important	locally systemically important	▁59
167	hkma	hkma	hkma	hkma	hkma	hkma
168	rmb internationalization	rmb internationalization	rmb internationalization	rmb internationalization	rmb internationalization	▁22
169	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
170	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance
171	wealth management	wealth management	wealth management	wealth management	wealth management	wealth management
172	hkma	hkma	hkma	hkma	hkma	hkma
173	financial innovation	financial innovation	financial innovation	financial innovation	financial innovation	financial innovation
174	financial market	financial market	financial market	financial market	financial market	financial market
175	hkma	hkma	hkma	hkma	hkma	hkma
176	fintech	financial technology	fintech	fintech	fintech	fintech
177	fintech professional	fintech professional	fintech professional	fintech professional	fintech professional	▁267
178	polish financial regulatory authority	polish financial regulatory authority	polish financial regulatory authority	polish financial regulatory authority	polish financial regulatory authority	polish financial supervision authority
179	hkma	hkma	hkma	hkma	hkma	hkma
180	financial technology	financial technology	financial technology	fintech	financial technology	fintech
181	financial technology cooperation	financial technology cooperation	financial technology cooperation	fintech cooperation	financial technology cooperation	▁266
182	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
183	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency
184	hkma	hkma	hkma	hkma	hkma	hkma
185	infrastructure financing facilitation office	infrastructure financing facilitation office	infrastructure financing facilitation office	infrastructure financing facilitation office	infrastructure financing facilitation office	▁263
186	▔	▁0	▔	belt and road	▔	belt and road
187	seminar	seminar	seminar	seminar	seminar	▁191
188	area	area	area	area	area	▁92
189	investment promotion agency	investment promotion agency	investment promotion agency	investment promotion agency	investment promotion agency	▁118
190	thematic seminar	seminar	thematic seminar	seminar	thematic seminar	▁191
191	asset management	asset management	asset management	asset management	asset management	▁241
192	hkma	hkma	hkma	hkma	hkma	hkma
193	bond	bond	bond	bond	bond	▁36
194	international capital market association	international capital market association	international capital market association	international capital market association	international capital market association	international capital market association
195	green and social bond principle	green and social bond principle	green and social bond principle	green and social bond principle	green and social bond principle	green and social bond principle
196	capital market	capital market	capital market	capital market	capital market	capital market
197	hkma	hkma	hkma	hkma	hkma	hkma
198	person 's bank of china	person 's bank of china	person 's bank of china	person 's bank of china	person 's bank of china	▁3
199	person 's bank of china ( pbc ) research bureau	person 's bank of china ( pbc ) research bureau	person 's bank of china ( pbc ) research bureau	person 's bank of china ( pbc ) research bureau	person 's bank of china ( pbc ) research bureau	▁6
200	mainland	mainland	mainland	mainland	mainland	mainland
201	seminar	seminar	seminar	seminar	seminar	▁191
202	green finance	green finance	green finance	green finance	green finance	green finance
203	hkma	hkma	hkma	hkma	hkma	hkma
204	internship program	internship program	internship program	internship program	internship program	internship programme
205	shenzhen municipal government	shenzhen municipal government	shenzhen municipal government	shenzhen municipal government	shenzhen municipal government	▁167
206	hkma	hkma	hkma	hkma	hkma	hkma
207	fintech	financial technology	fintech	fintech	fintech	fintech
208	hkma	hkma	hkma	hkma	hkma	hkma
209	financial technology	financial technology	financial technology	financial service	financial technology	financial service
210	financial technology	financial technology	financial technology	fintech	financial technology	fintech
211	financial technology cooperation	financial technology cooperation	financial technology cooperation	fintech cooperation	financial technology cooperation	▁266
212	dhabi international centre	dhabi international centre	dhabi international centre	abu dhabi global market	dhabi international centre	abu dhabi global market
213	otc derivative	over ( otc ) derivative	otc derivative	otc derivative	otc derivative	over ( otc ) derivative
214	otc derivative regulatory framework	otc derivative regulatory framework	otc derivative regulatory framework	otc derivative regulatory framework	otc derivative regulatory framework	▁81
215	regulatory framework	regulatory framework	regulatory framework	regulatory framework	regulatory framework	▁184
216	security	security	security	security	security	security
217	security and futures commission	security and futures commission	security and futures commission	security and futures commission	security and futures commission	security and futures commission
218	hkma	hkma	hkma	hkma	hkma	hkma
219	belt and road	▁0	belt and road	belt and road	belt and road	belt and road
220	belt and road summit	belt and road summit	belt and road summit	belt and road summit	belt and road summit	belt and road summit
221	risk mitigation in infrastructure investment	risk mitigation in infrastructure investment	risk mitigation in infrastructure investment	risk mitigation in infrastructure investment	risk mitigation in infrastructure investment	▁77
222	special discussion	special discussion	special discussion	special discussion	special discussion	▁104
223	bond	bond	bond	bond	bond	▁36
224	bond connect	bond connect	bond connect	bond connect	bond connect	bond connect
225	hkma	hkma	hkma	hkma	hkma	hkma
226	banking industry	▁25	banking industry	banking	banking industry	banking sector
227	open	open	open	open	open	▁284
228	global financial innovation network	global financial innovation network	global financial innovation network	global financial innovation network	global financial innovation network	global financial innovation network
229	gfin	internet	gfin	cyber	gfin	▁208
230	hkma	hkma	hkma	hkma	hkma	hkma
231	▔	financial innovation	▔	financial innovation	▔	financial innovation
232	belt and road	▁0	belt and road	belt and road	belt and road	belt and road
233	state council	sasac	state council	state council	state council	state council
234	hkma	hkma	hkma	hkma	hkma	hkma
235	high roundtable	high roundtable discussion	high roundtable	high roundtable	high roundtable	high roundtable
236	bond connect	bond	bond connect	bond	bond connect	▁36
237	bond connect	bond connect	bond connect	bond connect	bond connect	bond connect
238	gross settlement	gross settlement	gross settlement	gross settlement	gross settlement	▁65
239	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance
240	hkma	hkma	hkma	hkma	hkma	hkma
241	central bank of brazil	central bank of brazil	central bank of brazil	central bank of brazil	central bank of brazil	central bank of brazil
242	hkma	hkma	hkma	hkma	hkma	hkma
243	fintech	financial technology	fintech	fintech	fintech	fintech
244	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system
245	hkma	hkma	hkma	hkma	hkma	hkma
246	person 's bank of china	person 's bank of china	person 's bank of china	person 's bank of china	person 's bank of china	▁3
247	's china bill	's china bill	's china bill	's china bill	's china bill	▁4
248	central clearing system	central clearing system	central clearing system	central clearing system	central clearing system	▁40
249	hkma	hkma	hkma	hkma	hkma	hkma
250	association	association	association	association	association	▁239
251	financial market summit	financial market summit	financial market summit	financial market summit	financial market summit	▁240
252	hkma	hkma	hkma	hkma	hkma	hkma
253	partner institution	partner	partner institution	partner	partner institution	▁66
254	investor and credit financing roundtable	investor and credit financing roundtable	investor and credit financing roundtable	investor and credit financing roundtable	investor and credit financing roundtable	▁121
255	tradeconnect	trade	tradeconnect	tradeconnect	tradeconnect	▁249
256	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform
257	hkma	hkma	hkma	hkma	hkma	hkma
258	▔	▁26	▔	▁18	▔	▁280
259	we.trade	we.trade	we.trade	we.trade	we.trade	we.trade
260	tradeconnect	trade	tradeconnect	tradeconnect	tradeconnect	▁249
261	hkma	hkma	hkma	hkma	hkma	hkma
262	asia group on money laundering	asia group on money laundering	asia group on money laundering	asia group on money laundering	asia group on money laundering	asia group on money laundering
263	counter financing	terrorist financing	counter financing	counter financing	counter financing	▁114
264	anti-money laundering	anti laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering
265	anti-money and counter financing	anti laundering and counter financing	anti-money and counter financing	anti laundering and counter financing	anti-money and counter financing	aml
266	mutual evaluation	mutual evaluation	mutual evaluation	mutual evaluation	mutual evaluation	mutual evaluation
267	action	action	action	action	action	▁236
268	hkma	hkma	hkma	hkma	hkma	hkma
269	system	▁9	system	system	system	▁63
270	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
271	fund	▁11	fund	fund	fund	▁80
272	macroeconomic policy	macroeconomic policy	macroeconomic policy	macroeconomic policy	macroeconomic policy	▁95
273	article iv consultation	article iv consultation	article iv consultation	article iv consultation	article iv consultation	article iv consultation
274	financial regulation and supervision	financial regulation and supervision	financial regulation and supervision	financial regulation and supervision	financial regulation and supervision	financial regulation and supervision
275	hong kong special administrative region	hong kong special administrative region	hong kong special administrative region	hong kong sar	hong kong special administrative region	hong kong special administrative region
276	authority	hkma	authority	hkma	authority	hkma
277	central banking institution	central banking institution	central banking institution	central banking institution	central banking institution	central banking institution
278	primary function	primary function	primary function	main function	primary function	▁15
279	system	▁9	system	system	system	▁63
280	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
281	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure
282	financial system	financial system	financial system	financial system	financial system	financial system
283	hong kong monetary authority	hong kong monetary authority	hong kong monetary authority	hong kong monetary authority	hong kong monetary authority	hong kong monetary authority
284	hkma	hkma	hkma	hkma	hkma	hkma
285	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
286	legislative council	legislative council	legislative council	legislative council	legislative council	legislative council
287	hkma	hkma	hkma	hkma	hkma	hkma
288	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
289	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme
290	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance
291	website	website	website	website	website	▁207
292	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	▁227
293	hkma	hkma	hkma	hkma	hkma	hkma
294	hkma website	hkma website	hkma website	hkma website	hkma website	hkma website
295	banking	▁25	banking	banking	banking	banking sector
296	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
297	control	control	control	control	control	control
298	financial system	financial system	financial system	financial system	financial system	financial system
299	international financial centre	international financial centre	international financial centre	as international centre	international financial centre	▁296
300	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
301	executive	president	executive	chief executive	executive	chief executive
302	hkma	hkma	hkma	hkma	hkma	hkma
303	license bank	license bank	license bank	license bank	license bank	license bank
304	restrict licence bank	restrict licence bank	restrict licence bank	restrict licence bank	restrict licence bank	restrict licence bank
305	banking activity	▁25	banking activity	banking	banking activity	banking sector
306	▔	resolution mechanism	▔	resolution mechanism	▔	▁227
307	resolution authority	resolution authority	resolution authority	resolution authority	resolution authority	resolution authority
308	financial system	financial system	financial system	financial system	financial system	financial system
309	banking	banking	banking	banking	banking	▁277
310	banking entity	banking entity	banking entity	banking entity	banking entity	▁278
311	mpf	mpf	mpf	mpf	mpf	▁57
312	mandatory provident fund	mandatory provident fund	mandatory provident fund	mandatory provident fund	mandatory provident fund	mandatory provident fund
313	security	security	security	security	security	security
314	banking security and mandatory provident fund business	banking security and mandatory provident fund business	banking security and mandatory provident fund business	banking security and mandatory provident fund business	banking security and mandatory provident fund business	▁281
315	investigate and examine authority	investigate and examine authority	investigate and examine authority	investigate and examine authority	investigate and examine authority	▁158
316	bank 's insurance business	bank 's insurance business	bank 's insurance business	bank 's insurance business	bank 's insurance business	▁279
317	counter financing	terrorist financing	counter financing	counter financing	counter financing	▁114
318	anti laundering	anti laundering	anti laundering	anti-money laundering	anti laundering	anti-money laundering
319	anti laundering and counter financing	anti laundering and counter financing	anti laundering and counter financing	anti laundering and counter financing	anti laundering and counter financing	aml
320	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme
321	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	▁94
322	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance
323	licensing	licensing	licensing	licensing	licensing	▁183
324	hkma	hkma	hkma	hkma	hkma	hkma
325	hong kong special administrative region	hong kong special administrative region	hong kong special administrative region	hong kong sar	hong kong special administrative region	hong kong special administrative region
326	civil servant	civil servant	civil servant	civil servant	civil servant	civil service
327	legal power	legal power	legal power	legal power	legal power	▁164
328	chief executive	president	chief executive	chief executive	chief executive	chief executive
329	hkma	hkma	hkma	hkma	hkma	hkma
330	hong kong sar	hong kong special administrative region	hong kong sar	hong kong sar	hong kong sar	hong kong special administrative region
331	▔	▁22	▔	currency board	▔	currency board
332	debt market	debt market	debt market	debt market	debt market	debt market
333	legal tender note and coin	legal tender note and coin	legal tender note and coin	legal tender note and coin	legal tender note and coin	legal tender note and coin
334	note	note	note	banknote	note	banknote
335	secretary for financial service and the treasury	secretary for financial service and the treasury	secretary for financial service and the treasury	secretary for financial service and the treasury	secretary for financial service and the treasury	secretary for financial service and the treasury
336	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure
337	financial service	financial technology	financial service	financial service	financial service	financial service
338	financial system	financial system	financial system	financial system	financial system	financial system
339	▔	▁29	▔	hong kong 's 's monetary and financial system	▔	hong kong 's 's monetary and financial system
340	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
341	investment management	investment management	investment management	investment management	investment management	investment management
342	▔	control	▔	control	▔	control
343	hkma	hkma	hkma	hkma	hkma	hkma
344	▔	hkma	▔	hkma	▔	hkma
345	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure
346	kong	kong	kong	kong	kong	▁300
347	hkma	hkma	hkma	hkma	hkma	hkma
348	legislative council	legislative council	legislative council	legislative council	legislative council	legislative council
349	hkma	hkma	hkma	hkma	hkma	hkma
350	openness	open	openness	open	openness	▁284
351	public education	public education	public education	public education	public education	public education
352	public education activity	public education activity	public education activity	public education activity	public education activity	▁54
353	library	library	library	library	library	library
354	guide tour	guide tour	guide tour	guide tour	guide tour	guide tour
355	website	website	website	website	website	▁207
356	information centre	information centre	information centre	information centre	information centre	information centre
357	hkma	hkma	hkma	hkma	hkma	hkma
358	open	open	open	open	open	▁284
359	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
360	▔	▁11	▔	fund	▔	▁80
361	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
362	currency board sub within the exchange fund advisory committee	currency board sub within the exchange fund advisory committee	currency board sub within the exchange fund advisory committee	currency board sub within the exchange fund advisory committee	currency board sub within the exchange fund advisory committee	▁87
363	special data standard	special data standard	special data standard	special data standard	special data standard	▁144
364	website	website	website	website	website	▁207
365	currency board	▁22	currency board	currency board	currency board	currency board
366	currency issuance system	currency issuance system	currency issuance system	currency issuance system	currency issuance system	▁245
367	hkma	hkma	hkma	hkma	hkma	hkma
368	hkma website	hkma website	hkma website	hkma website	hkma website	hkma website
369	▔	▁25	▔	banking	▔	banking sector
370	banking supervision policy and guideline	banking supervision policy and guideline	banking supervision policy and guideline	banking supervision policy and guideline	banking supervision policy and guideline	▁275
371	bills committee	bills committee	bills committee	bills committee	bills committee	▁93
372	legislative council	legislative council	legislative council	legislative council	legislative council	legislative council
373	chief executive	president	chief executive	chief executive	chief executive	chief executive
374	financial	financial	financial	financial	financial	▁238
375	hkma	hkma	hkma	hkma	hkma	hkma
376	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
377	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
378	control	control	control	control	control	control
379	chief executive	chief executive	chief executive	chief executive	chief executive	chief executive
380	hong kong sar	hong kong special administrative region	hong kong sar	hong kong sar	hong kong sar	hong kong special administrative region
381	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
382	sub	sub	sub	sub	sub	sub
383	hkma	hkma	hkma	hkma	hkma	hkma
384	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
385	annual salary review	annual salary review	annual salary review	annual salary review	annual salary review	▁111
386	strategic plan	strategic plan	strategic plan	strategic plan	strategic plan	▁197
