	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
62	aufgabe	aufgabe	aufgabe	aufgabe	aufgabe	▁169
63	anbieter	anbieter	anbieter	anbieter	anbieter	anbieter
64	▔ertrat<sos>	anschluss	▔ertrat<sos>	anschluss	▔ertrat<sos>	▁44
65	freigabe	freigabe	freigabe	veröffentlichung	freigabe	▁129
66	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	ressource	▔ertrat<sos>	▁150
67	anbieter	anbieter	anbieter	anbieter	anbieter	anbieter
68	datenanbieterprofil	anbieter	datenanbieterprofil	datenanbieter	datenanbieterprofil	▁51
69	menü	menü	menü	menü	menü	menü
70	speicher	speicher	speicher	schritt	speicher	▁12
71	datenanbieter	anbieter	datenanbieter	datenanbieter	datenanbieter	▁51
72	veröffentlichung	freigabe	veröffentlichung	veröffentlichung	veröffentlichung	▁129
73	botschaft	botschaft	botschaft	botschaft	botschaft	message
74	raum	raum	raum	raum	raum	space
75	endbenutzer	endbenutzer	endbenutzer	endbenutzer	endbenutzer	endbenutzer
76	datenanbieter	anbieter	datenanbieter	datenanbieter	datenanbieter	▁51
77	datenanbieter	anbieter	datenanbieter	datenanbieter	datenanbieter	▁51
78	der der	schaffen	der der	schaffen	der der	▁49
79	schaffen	schaffen	schaffen	schaffen	schaffen	▁49
80	weltraum	raum	weltraum	raum	weltraum	space
81	klickpfad	klickpfad	klickpfad	klickpfad	klickpfad	klickpfad
82	anbieter	anbieter	anbieter	anbieter	anbieter	anbieter
83	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	vorfall	▔ertrat<sos>	▁81
84	geschäftsnummern	geschäftsnummern	geschäftsnummern	geschäftsnummern	geschäftsnummern	▁27
85	arbeitszentrum	arbeitszentrum	arbeitszentrum	arbeitszentrum	arbeitszentrum	▁185
86	residenzzeien	residenzzeien	residenzzeien	residenzzeien	residenzzeien	residenzzeien
87	schwellenwert	trigger	schwellenwert	trigger	schwellenwert	▁179
88	wert	wert	wert	wert	wert	▁80
89	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁2
90	▔ertrat<sos>	beginn	▔ertrat<sos>	beginn	▔ertrat<sos>	▁155
91	schlüsselmappingen	schlüsselmappingen	schlüsselmappingen	schlüsselmappingen	schlüsselmappingen	▁91
92	element	element	element	element	element	▁52
93	element	element	element	punkt	element	element
94	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	übereinstimmung	▔ertrat<sos>	▁97
95	bereich	seite	bereich	▔ertrat<sos>	bereich	▁149
96	space	raum	space	raum	space	space
97	container	raum	container	raum	container	space
98	kontainern	kontainern	kontainern	kontainern	kontainern	▁13
99	übereinstimmung	▔ertrat<sos>	übereinstimmung	übereinstimmung	übereinstimmung	▁97
100	maßnahme	maßnahme	maßnahme	handlung	maßnahme	▁10
101	maßnahme	maßnahme	maßnahme	handlung	maßnahme	▁1
102	bedingung	bedingung	bedingung	bedingung	bedingung	bedingung
103	einhaltung vorschrift	einhaltung vorschrift	einhaltung vorschrift	compliance requirement	einhaltung vorschrift	▁42
104	datenanbieter	anbieter	datenanbieter	datenanbieter	datenanbieter	▁51
105	apsis	freigabe	apsis	veröffentlichung	apsis	▁129
106	▔ertrat<sos>	schaffen	▔ertrat<sos>	schaffen	▔ertrat<sos>	▁49
107	privilegium	klauselart	privilegium	art	privilegium	▁181
108	eintrag	anschluss	eintrag	anschluss	eintrag	▁44
109	bereich	raum	bereich	raum	bereich	space
110	zeitplan	zeitplan	zeitplan	zeitplan	zeitplan	zeitplan
111	wartung	wartung	wartung	wartung	wartung	▁31
112	kategorie	kategorie	kategorie	kategorie	kategorie	kategorie
113	dienstleistung	dienstleistung	dienstleistung	dienstleistung	dienstleistung	▁146
114	anbieter	anbieter	anbieter	datenanbieter	anbieter	▁51
115	zugewiesen	zuordnen	zugewiesen	zugewiesen	zugewiesen	▁17
116	raum	raum	raum	raum	raum	space
117	geschäft	geschäft	geschäft	geschäft	geschäft	▁84
118	schaffen	schaffen	schaffen	schaffen	schaffen	▁49
119	raum	raum	raum	raum	raum	space
120	speicherressourcen	lagerressourcen	speicherressourcen	lagerressourcen	speicherressourcen	▁158
121	teilen	zusammen	teilen	teilen	teilen	▁148
122	kennzeichen	freigabe	kennzeichen	veröffentlichung	kennzeichen	▁129
123	datenkontrollen	datensatzung	datenkontrollen	▔ertrat<sos>	datenkontrollen	▁9
124	datenbeschränkung	datenbeschränkung	datenbeschränkung	beschränkung	datenbeschränkung	beschränkung
125	datum	datum	datum	datum	datum	▁151
126	botschaft	botschaft	botschaft	botschaft	botschaft	▁86
127	botschaft	botschaft	botschaft	botschaft	botschaft	message
128	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	einsatz	▔ertrat<sos>	▁56
129	datenanbieter	anbieter	datenanbieter	datenanbieter	datenanbieter	▁51
130	referenzdaten	referenzdaten	referenzdaten	referenzdaten	referenzdaten	▁125
131	umstellung	▔ertrat<sos>	umstellung	einsatz	umstellung	▁56
132	veröffentlichung	freigabe	veröffentlichung	veröffentlichung	veröffentlichung	▁129
133	datenanbieter	anbieter	datenanbieter	datenanbieter	datenanbieter	▁51
134	einsatz	▔ertrat<sos>	einsatz	einsatz	einsatz	▁56
135	aktualisieren	aktualisieren	aktualisieren	aktualisieren	aktualisieren	aktualisieren
136	ressource	▔ertrat<sos>	ressource	ressource	ressource	▁150
137	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁68
138	datenanbieter	anbieter	datenanbieter	datenanbieter	datenanbieter	▁51
139	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁83
140	beschreibung	beschreibung	beschreibung	beschreibung	beschreibung	▁5
141	geschäftsanalysen	geschäft	geschäftsanalysen	geschäft	geschäftsanalysen	▁84
142	einsatz	▔ertrat<sos>	einsatz	einsatz	einsatz	▁56
143	raumfahrtsektor	raum	raumfahrtsektor	raum	raumfahrtsektor	space
144	datum	datum	datum	datum	datum	▁113
145	▔ertrat<sos>	arbeitszentrum	▔ertrat<sos>	arbeitszentrum	▔ertrat<sos>	▁185
146	erzeugen	schaffen	erzeugen	schaffen	erzeugen	▁49
147	veröffentlichung	freigabe	veröffentlichung	veröffentlichung	veröffentlichung	▁129
148	raum	raum	raum	raum	raum	space
149	geschäftsbereich	geschäftsbereich	geschäftsbereich	geschäftsbereich	geschäftsbereich	▁26
150	konsummodell	konsummodell	konsummodell	konsummodell	konsummodell	▁46
151	frage	frage	frage	frage	frage	▁88
152	konsummodell	konsummodell	konsummodell	konsummodell	konsummodell	▁46
153	beginn	beginn	beginn	beginn	beginn	▁155
154	namespacen	namespacen	namespacen	namespacen	namespacen	namespacen
155	einsatz	▔ertrat<sos>	einsatz	einsatz	einsatz	▁56
156	arbeitsplatz	arbeitsplatz	arbeitsplatz	arbeitsplatz	arbeitsplatz	▁89
157	menü	raum	menü	raum	menü	space
158	weltraumdaten	raum	weltraumdaten	raum	weltraumdaten	space
159	verfügbaren kapazität	verfügbaren kapazität	verfügbaren kapazität	verfügbaren kapazität	verfügbaren kapazität	▁24
160	vertrag	vertrag	vertrag	bestellanfordern	vertrag	▁47
161	erneuerbaren	erneuerbaren	erneuerbaren	erneuerbar	erneuerbaren	▁130
162	datenanbieter	anbieter	datenanbieter	datenanbieter	datenanbieter	▁51
163	space	raum	space	raum	space	space
164	raum	raum	raum	raum	raum	space
165	schaffen	schaffen	schaffen	schaffen	schaffen	▁49
166	beschränkung	datenbeschränkung	beschränkung	beschränkung	beschränkung	beschränkung
167	selektionskriterienen	selektionskriterienen	selektionskriterienen	massenübertragung	selektionskriterienen	▁177
168	erneuerbar	erneuerbaren	erneuerbar	erneuerbar	erneuerbar	▁130
169	modell	konsummodell	modell	konsummodell	modell	▁46
170	gelände	raum	gelände	raum	gelände	space
171	präsentation	präsentation	präsentation	präsentation	präsentation	▁4
172	präsentation	dienstleistung	präsentation	dienstleistung	präsentation	▁146
173	verbrauch	referenzdaten	verbrauch	referenzdaten	verbrauch	▁125
174	durchführungsschreiten	element	durchführungsschreiten	punkt	durchführungsschreiten	element
175	weltraumdaten	raum	weltraumdaten	raum	weltraumdaten	space
176	endbenutzer	endbenutzer	endbenutzer	endbenutzer	endbenutzer	endbenutzer
177	creator	creator	creator	creator	creator	creator
178	graphik	graphik	graphik	graphik	graphik	▁75
179	▔ertrat<sos>	frage	▔ertrat<sos>	frage	▔ertrat<sos>	▁88
180	themenkomplex	themenkomplex	themenkomplex	element	themenkomplex	▁107
181	bucket	bucket	bucket	bucket	bucket	▁25
182	scripen	scripen	scripen	scripen	scripen	▁142
183	aktualisierung	aktualisieren	aktualisierung	aktualisieren	aktualisierung	aktualisieren
184	nachricht	botschaft	nachricht	botschaft	nachricht	message
185	raum	raum	raum	raum	raum	space
186	trigger	trigger	trigger	trigger	trigger	▁179
187	▔ertrat<sos>	seite	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁149
188	kreat	schaffen	kreat	schaffen	kreat	▁49
189	vertragsart	klauselart	vertragsart	art	vertragsart	▁181
190	botschaft	botschaft	botschaft	botschaft	botschaft	message
191	orden	ordnung	orden	ordnung	orden	▁104
192	vorfall	▔ertrat<sos>	vorfall	vorfall	vorfall	▁81
193	sitzung	sitzung	sitzung	sitzung	sitzung	sitzung
194	zeitplan	zeitplan	zeitplan	zeitplan	zeitplan	zeitplan
195	dokument	dokument	dokument	dokument	dokument	beleg
196	schedul	zeitplan	schedul	zeitplan	schedul	zeitplan
197	charta	charta	charta	charta	charta	▁34
198	einschränkung	freigabe	einschränkung	veröffentlichung	einschränkung	▁129
199	graf	klauselart	graf	art	graf	▁181
200	beleg	dokument	beleg	dokument	beleg	beleg
201	textblock	neuerung	textblock	neuerung	textblock	▁135
202	datum	anbieter	datum	datenanbieter	datum	▁51
203	sendedatum	sendedatum	sendedatum	notifikation	sendedatum	▁99
204	transfer	selektionskriterienen	transfer	massenübertragung	transfer	▁177
205	schaffen	schaffen	schaffen	schaffen	schaffen	▁49
206	homepage	homepage	homepage	homepage	homepage	▁106
207	einschränkung	datenbeschränkung	einschränkung	beschränkung	einschränkung	beschränkung
208	genehmigung	genehmigung	genehmigung	genehmigung	genehmigung	▁6
209	compliance requirement	einhaltung vorschrift	compliance requirement	compliance requirement	compliance requirement	▁42
210	tabelle	tabelle	tabelle	sehen	tabelle	▁167
211	information	information	information	folgend	information	▁137
212	speicherung	speicherung	speicherung	speicherung	speicherung	▁159
213	client	kunde	client	client	client	client
214	checken	checken	checken	checken	checken	▁35
215	konsummodell	konsummodell	konsummodell	konsummodell	konsummodell	▁46
216	fahrplan	zeitplan	fahrplan	zeitplan	fahrplan	zeitplan
217	▔ertrat<sos>	query	▔ertrat<sos>	frage	▔ertrat<sos>	▁122
218	raum	raum	raum	raum	raum	space
219	auftrag	auftrag	auftrag	abänderung	auftrag	▁18
220	zuordnung	zuordnung	zuordnung	zuordnung	zuordnung	▁123
221	folgend	folgend	folgend	folgend	folgend	▁119
222	arbeitsprogramm	arbeitsprogramm	arbeitsprogramm	arbeitspaket	arbeitsprogramm	▁186
223	tagesordnungspunkt	klauselart	tagesordnungspunkt	art	tagesordnungspunkt	▁181
224	punkt	element	punkt	punkt	punkt	element
225	handlung	maßnahme	handlung	handlung	handlung	▁10
226	handlung	maßnahme	handlung	handlung	handlung	▁1
227	filter	zeitplan	filter	zeitplan	filter	zeitplan
228	klicken	schaffen	klicken	schaffen	klicken	▁49
229	interaktion	kundenkondaroren	interaktion	interaktion	interaktion	▁85
230	nutzung	nutzung	nutzung	nutzung	nutzung	nutzung
231	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁3
232	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁118
233	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁62
234	dokument	dokument	dokument	dokument	dokument	▁15
235	raum	raum	raum	raum	raum	space
236	nachteil	klauselart	nachteil	art	nachteil	▁181
237	position	position	position	position	position	▁114
238	hochgeschädigen	hochgeschädigen	hochgeschädigen	download	hochgeschädigen	▁94
239	folgend	folgend	folgend	folgend	folgend	▁180
240	datenzugangskontrolle	datensatzung	datenzugangskontrolle	▔ertrat<sos>	datenzugangskontrolle	▁9
241	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁133
242	echtzeit	echtzeit	echtzeit	echtzeit	echtzeit	▁108
243	bestellanfordern	bestellanfordern	bestellanfordern	bestellanfordern	bestellanfordern	▁127
244	wählen	wählen	wählen	wählen	wählen	▁7
245	datum	element	datum	punkt	datum	element
246	rechtsverletzung	rechtsverletzung	rechtsverletzung	rechtsverletzung	rechtsverletzung	▁59
247	anbieter	anbieter	anbieter	anbieter	anbieter	anbieter
248	aufgabe	aufgabe	aufgabe	aufgabe	aufgabe	▁168
249	zugriff	zugriff	zugriff	processing	zugriff	▁117
250	rolle	rolle	rolle	rolle	rolle	▁38
251	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁79
252	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁53
253	verkauf	verkauf	verkauf	verkauf	verkauf	verkauf
254	verkauf	verkauf	verkauf	verkauf	verkauf	verkauf
255	▔ertrat<sos>	auftrag	▔ertrat<sos>	abänderung	▔ertrat<sos>	▁18
256	dokument	dokument	dokument	dokument	dokument	beleg
257	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁110
258	kriterium	kriterium	kriterium	kriterium	kriterium	▁153
259	materialgruppe	materialgruppe	materialgruppe	materialgruppe	materialgruppe	materialgruppe
260	▔ertrat<sos>	datum	▔ertrat<sos>	datum	▔ertrat<sos>	▁113
261	report	berichtszeiten	report	bericht	report	report
262	checken	checken	checken	checken	checken	▁35
263	anforderung	einhaltung vorschrift	anforderung	compliance requirement	anforderung	▁42
264	output	output	output	output	output	▁141
265	sequenz	sequenz	sequenz	sequenz	sequenz	▁145
266	schedul	schaffen	schedul	schaffen	schedul	▁49
267	displanungen	displanungen	displanungen	displanungen	displanungen	▁30
268	kosten	kosten	kosten	kosten	kosten	▁58
269	folgend	information	folgend	folgend	folgend	▁137
270	notifikationen	sendedatum	notifikationen	notifikation	notifikationen	▁99
271	verifizierung	verifizierung	verifizierung	verifizierung	verifizierung	verifizierung
272	folgend	folgend	folgend	folgend	folgend	▁72
273	handlung	maßnahme	handlung	handlung	handlung	▁10
274	handlung	maßnahme	handlung	handlung	handlung	▁1
275	upload	upload	upload	upload	upload	upload
276	instandhaltungsplaner	instandhaltungsplaner	instandhaltungsplaner	instandhaltungsplaner	instandhaltungsplaner	▁95
277	zeitplan	zeitplan	zeitplan	zeitplan	zeitplan	zeitplan
278	▔ertrat<sos>	zusammen	▔ertrat<sos>	teilen	▔ertrat<sos>	▁148
279	prozentsatz	prozentsatz	prozentsatz	prozentsatz	prozentsatz	▁111
280	zuweisungsmengen	zuordnen	zuweisungsmengen	zugewiesen	zuweisungsmengen	▁17
281	auflage	einhaltung vorschrift	auflage	compliance requirement	auflage	▁42
282	wert|werten	wert|werten	wert|werten	wert|werten	wert|werten	▁183
283	▔ertrat<sos>	schaffen	▔ertrat<sos>	schaffen	▔ertrat<sos>	▁49
284	historisch	freigabe	historisch	freigabe	historisch	▁78
285	zeitraum	zeitraum	zeitraum	jahr	zeitraum	▁134
286	item	element	item	punkt	item	element
287	▔ertrat<sos>	schaffen	▔ertrat<sos>	schaffen	▔ertrat<sos>	▁49
288	avis	avis	avis	avis	avis	avis
289	folgend	folgend	folgend	folgend	folgend	▁72
290	text	text	text	text	text	▁57
291	gültigern	vertrag	gültigern	bestellanfordern	gültigern	▁47
292	report	berichtszeiten	report	bericht	report	report
293	datum	datum	datum	datum	datum	▁50
294	▔ertrat<sos>	seite	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁149
295	rechnungsprüfung	raum	rechnungsprüfung	raum	rechnungsprüfung	space
296	antragsrahmen	antragsrahmen	antragsrahmen	antragsrahmen	antragsrahmen	▁74
297	registerkarte	registerkarte	registerkarte	registerkarte	registerkarte	▁160
298	aktivierung	▔ertrat<sos>	aktivierung	einsatz	aktivierung	▁56
299	einrichtungen	schaffen	einrichtungen	schaffen	einrichtungen	▁49
300	liste	klauselart	liste	art	liste	▁181
301	raum|räumen	raum	raum|räumen	raum	raum|räumen	space
302	gesellschaft	gesellschaft	gesellschaft	gesellschaft	gesellschaft	▁19
303	raum	raum	raum	raum	raum	space
304	wählen	schaffen	wählen	schaffen	wählen	▁49
305	vermögenswert	vermögenswert	vermögenswert	besitz	vermögenswert	vermögenswert
306	clearingeinkommen	clearingeinkommen	clearingeinkommen	clearingeinkommen	clearingeinkommen	▁36
307	regelung	regelung	regelung	regelung	regelung	▁128
308	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁32
309	typ	klauselart	typ	art	typ	▁181
310	bedingung	schaffen	bedingung	schaffen	bedingung	▁49
311	compliance requirement	einhaltung vorschrift	compliance requirement	compliance requirement	compliance requirement	▁42
312	kategorie	kategorie	kategorie	kategorie	kategorie	kategorie
313	▔ertrat<sos>	datensatzung	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁9
314	notifizierung	sendedatum	notifizierung	notifikation	notifizierung	▁99
315	benutzer	schaffen	benutzer	schaffen	benutzer	▁49
316	raum	raum	raum	raum	raum	space
317	beleg	dokument	beleg	dokument	beleg	beleg
318	request	request	request	antrag	request	▁131
319	gruppenregeln	gruppenregeln	gruppenregeln	gruppenregeln	gruppenregeln	▁77
320	umsetzung	umsetzung	umsetzung	umsetzung	umsetzung	▁66
321	wertschöpfung	vermögenswert	wertschöpfung	besitz	wertschöpfung	vermögenswert
322	abänderung	auftrag	abänderung	abänderung	abänderung	▁18
323	benutzerlizen	benutzerlizen	benutzerlizen	anforderung	benutzerlizen	anforderung
324	datenträger	datenträger	datenträger	datenträger	datenträger	▁39
325	verfahren	verfahren	verfahren	verfahren	verfahren	verfahren
326	schaffen	schaffen	schaffen	schaffen	schaffen	▁49
327	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁48
328	frage	frage	frage	frage	frage	▁88
329	frage	query	frage	frage	frage	▁122
330	ausschreibung	ausschreibung	ausschreibung	ausschreibung	ausschreibung	▁187
331	ausschreibung	schaffen	ausschreibung	schaffen	ausschreibung	▁49
332	löschen	löschen	löschen	builder	löschen	▁140
333	raum	raum	raum	raum	raum	space
334	tenant	tenant	tenant	tenant	tenant	▁172
335	stand	stand	stand	stand	stand	▁156
336	abschnitt	abschnitt	abschnitt	abschnitt	abschnitt	abschnitt
337	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁152
338	qerpackngsniveausen	qerpackngsniveausen	qerpackngsniveausen	ebene	qerpackngsniveausen	▁93
339	zieltabelle	schaffen	zieltabelle	schaffen	zieltabelle	▁49
340	mapping	mapping	mapping	mapping	mapping	▁96
341	speicherorten	speicherorten	speicherorten	speicherorten	speicherorten	standort
342	klassifikation	klassifikation	klassifikation	klassifikation	klassifikation	klassifikation
343	plan	plan	plan	dokument	plan	▁63
344	begriff	begriff	begriff	begriff	begriff	▁173
345	▔ertrat<sos>	schaffen	▔ertrat<sos>	schaffen	▔ertrat<sos>	▁49
346	zeitplan	zeitplan	zeitplan	zeitplan	zeitplan	zeitplan
347	freispruch	freigabe	freispruch	veröffentlichung	freispruch	▁129
348	grenzwert	grenzwert	grenzwert	grenzwert	grenzwert	grenzwert
349	group	group	group	group	group	group
350	group	group	group	group	group	▁76
351	klassifikation	klassifikation	klassifikation	klassifikation	klassifikation	▁82
352	▔ertrat<sos>	datensatzung	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁9
353	ort	raum	ort	raum	ort	space
354	einschränkung	datenbeschränkung	einschränkung	beschränkung	einschränkung	beschränkung
355	punkt	element	punkt	punkt	punkt	element
356	zeitplan	zeitplan	zeitplan	zeitplan	zeitplan	zeitplan
357	owner	owner	owner	owner	owner	▁105
358	sequenz	sequenz	sequenz	sequenz	sequenz	▁145
359	kostenträger	kostenträger	kostenträger	kostenträger	kostenträger	▁90
360	kostenträger	kostenträger	kostenträger	kostenträger	kostenträger	▁0
361	download	hochgeschädigen	download	download	download	▁94
362	equipment	equipment	equipment	equipment	equipment	▁171
363	batch	batch	batch	batch	batch	batch
364	risiko	risiko	risiko	risiko	risiko	▁29
365	datum	klauselart	datum	art	datum	▁181
366	projektmanager	projektmanager	projektmanager	projekt	projektmanager	▁120
367	beantragen	beantragen	beantragen	anfrageed	beantragen	▁132
368	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁61
369	charakteristischen	charakteristischen	charakteristischen	charakteristischen	charakteristischen	▁144
370	schnell	maßnahme	schnell	handlung	schnell	▁10
371	schnell	maßnahme	schnell	handlung	schnell	▁1
372	veraltungsmöglichkeien	veraltungsmöglichkeien	veraltungsmöglichkeien	veraltungsmöglichkeien	veraltungsmöglichkeien	▁100
373	freund	freigabe	freund	veröffentlichung	freund	▁129
374	detailinformation	detailinformation	detailinformation	detailinformation	detailinformation	▁23
375	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁176
376	speicher	speicher	speicher	speicher	speicher	▁14
377	raum	raum	raum	raum	raum	space
378	ursprungsadressen	▔ertrat<sos>	ursprungsadressen	ursprungsadressen	ursprungsadressen	▁143
379	operation	operation	operation	operation	operation	▁102
380	vorlagenname	equipment	vorlagenname	equipment	vorlagenname	▁171
381	kennzeichen	kennzeichen	kennzeichen	kennzeichen	kennzeichen	▁116
382	botschaft	botschaft	botschaft	botschaft	botschaft	message
383	planstellenbelegen	selektionskriterienen	planstellenbelegen	massenübertragung	planstellenbelegen	▁177
384	offnen	checken	offnen	checken	offnen	▁35
385	einhaltung vorschrift	einhaltung vorschrift	einhaltung vorschrift	compliance requirement	einhaltung vorschrift	▁42
386	simulation	simulation	simulation	simulation	simulation	▁138
387	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁178
388	messgerät	messgerät	messgerät	messgerät	messgerät	▁182
389	projekt	projektmanager	projekt	projekt	projekt	▁120
390	anfrageed	beantragen	anfrageed	anfrageed	anfrageed	▁132
391	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▔ertrat<sos>	▁154
392	konfiguration	konfiguration	konfiguration	konfiguration	konfiguration	▁43
393	open	open	open	open	open	▁101
394	vertrag	schaffen	vertrag	schaffen	vertrag	▁49
395	space	raum	space	raum	space	space
396	geschäftsteilnehm	geschäftsteilnehm	geschäftsteilnehm	geschäftsteilnehm	geschäftsteilnehm	▁28
397	standort	speicherorten	standort	speicherorten	standort	standort
398	zahlung	zahlung	zahlung	zahlung	zahlung	▁109
399	modell	konsummodell	modell	konsummodell	modell	▁46
400	dokument	dokument	dokument	dokument	dokument	beleg
