	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
129	поставщик	провайдер	поставщик	поставщик	поставщик	поставщик
130	тип	тип	тип	тип	тип	вид
131	планировать	расписание	планировать	планирование	планировать	запланировать
132	объём	объём	объём	объём	объём	объём
133	контракт	контракт	контракт	контракт	контракт	договор
134	срок хранение	срок хранение	срок хранение	период хранение	срок хранение	период хранение
135	story	story	story	story	story	▁15
136	пространство	пространство	пространство	пространство	пространство	пространство
137	курс	▁3	курс	курс	курс	курс
138	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
139	тип	тип	тип	тип	тип	вид
140	пространство	пространство	пространство	пространство	пространство	пространство
141	перевести	перевести	перевести	перевести	перевести	перевести
142	тип	тип	тип	тип	тип	вид
143	инстанция	инстанция	инстанция	инстанция	инстанция	инстанция
144	открытость	открытость	открытость	открытость	открытость	▁11
145	тип	тип	тип	тип	тип	вид
146	ассистент	ассистент	ассистент	ассистент	ассистент	ассистент
147	вид	тип	вид	тип	вид	вид
148	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
149	вид	тип	вид	тип	вид	вид
150	планировать	расписание	планировать	планирование	планировать	запланировать
151	ассистент	ассистент	ассистент	ассистент	ассистент	ассистент
152	▔	▁4	▔	запрос	▔	заявка
153	изменить	изменить	изменить	изменить	изменить	изменить
154	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
155	перезапуск	перезапуск	перезапуск	перезапуск	перезапуск	перезапуск
156	приостановка	приостановка	приостановка	приостановка	приостановка	приостановка
157	связь	связь	связь	связь	связь	связь
158	агрегировать	агрегировать	агрегировать	агрегировать	агрегировать	агрегировать
159	▔	контракт	▔	контракт	▔	договор
160	тип	тип	тип	тип	тип	вид
161	элемент	элемент	элемент	позиция	элемент	позиция
162	среда дизайн	среда дизайн	среда дизайн	среда дизайн	среда дизайн	среда дизайн
163	вид	тип	вид	тип	вид	вид
164	расписание	расписание	расписание	планирование	расписание	запланировать
165	вид	тип	вид	тип	вид	вид
166	вызвать	вызвать	вызвать	получить	вызвать	вызвать
167	обновление	обновить	обновление	обновить	обновление	обновить
168	выгружать	выгружать	выгружать	выгружать	выгружать	выгружать
169	проверить	проверить	проверить	проверить	проверить	проверить
170	пространство	пространство	пространство	пространство	пространство	пространство
171	вид	тип	вид	тип	вид	вид
172	приостановка	приостановка	приостановка	приостановка	приостановка	приостановка
173	вид транзакция	вид транзакция	вид транзакция	вид сделка	вид транзакция	вид сделка
174	поставщик	провайдер	поставщик	поставщик	поставщик	поставщик
175	ассистент	ассистент	ассистент	ассистент	ассистент	ассистент
176	тип	тип	тип	тип	тип	вид
177	тип	тип	тип	тип	тип	вид
178	провайдер	провайдер	провайдер	поставщик	провайдер	поставщик
179	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
180	входной	вводный	входной	ввод	входной	ввод
181	перерасчёт	перерасчёт	перерасчёт	перерасчёт	перерасчёт	перерасчёт
182	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение выполнение сервис
183	запрос	▁4	запрос	запрос	запрос	заявка
184	использовать	использование	использовать	использование	использовать	использование
185	провайдер	провайдер	провайдер	поставщик	провайдер	поставщик
186	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
187	пространство	пространство	пространство	пространство	пространство	пространство
188	тип	тип	тип	тип	тип	вид
189	получить	вызвать	получить	получить	получить	вызвать
190	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка
191	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка
192	заказ клиент	заказ клиент	заказ клиент	заказ клиент	заказ клиент	заказ клиент
193	вид	тип	вид	тип	вид	вид
194	исключение	исключение	исключение	исключение	исключение	исключение
195	вид	тип	вид	тип	вид	вид
196	категория	категория	категория	категория	категория	категория
197	позиция	элемент	позиция	позиция	позиция	позиция
198	обновить	обновить	обновить	обновить	обновить	обновить
199	тип	тип	тип	тип	тип	вид
200	предписание	предписание	предписание	предписание	предписание	предписание
201	присвоение происхождение	присвоение происхождение	присвоение происхождение	присвоение происхождение	присвоение происхождение	присвоение происхождение
202	срок	срок	срок	срок	срок	▁16
203	ассистент	ассистент	ассистент	ассистент	ассистент	ассистент
204	провайдер	провайдер	провайдер	поставщик	провайдер	поставщик
205	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
206	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
207	тип	тип	тип	тип	тип	вид
208	тип	тип	тип	тип	тип	вид
209	срок хранение	срок хранение	срок хранение	период хранение	срок хранение	период хранение
210	вид сделка	вид транзакция	вид сделка	вид сделка	вид сделка	вид сделка
211	вид	тип	вид	тип	вид	вид
212	подтверждение выполнение сервис	подтверждение сервис	подтверждение выполнение сервис	подтверждение сервис	подтверждение выполнение сервис	подтверждение выполнение сервис
213	начисление процент	начисление процент	начисление процент	начисление процент	начисление процент	начисление процент
214	перерасчётный позиция	перерасчётный позиция	перерасчётный позиция	перерасчётный позиция	перерасчётный позиция	перерасчётный позиция
215	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
216	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
217	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка
218	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка	заказ на закупка
219	объединить	объединить	объединить	объединить	объединить	объединить
220	рабочий пакет	рабочий пакет	рабочий пакет	рабочий пакет	рабочий пакет	рабочий пакет
221	вид	тип	вид	тип	вид	вид
222	планирование	расписание	планирование	планирование	планирование	запланировать
223	приостановка	приостановка	приостановка	приостановка	приостановка	приостановка
224	связь	связь	связь	связь	связь	связь
225	вид	тип	вид	тип	вид	вид
226	обновление	обновить	обновление	обновить	обновление	обновить
227	операция	операция	операция	операция	операция	операция
228	тип	тип	тип	тип	тип	вид
229	использование	использование	использование	использование	использование	▁18
230	запись	запись	запись	записать	запись	запись
231	ремонт	ремонт	ремонт	ремонт	ремонт	ремонт
232	контракт	контракт	контракт	контракт	контракт	договор
233	управление данные по охрана здоровье и защита окружающий среда	управление данные по охрана здоровье и защита окружающий среда	управление данные по охрана здоровье и защита окружающий среда	управление данные по охрана здоровье и защита окружающий среда	управление данные по охрана здоровье и защита окружающий среда	управление данные по охрана здоровье и защита окружающий среда
234	вид	тип	вид	тип	вид	вид
235	заявка	▁4	заявка	запрос	заявка	заявка
236	агент	агент	агент	агент	агент	агент
237	запрос	▁4	запрос	запрос	запрос	заявка
238	выполнить	выполнить	выполнить	выполнить	выполнить	выполнить
239	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение выполнение сервис
240	поставщик	провайдер	поставщик	поставщик	поставщик	поставщик
241	характеристика	характеристика	характеристика	характеристика	характеристика	характеристика
242	период хранение	срок хранение	период хранение	период хранение	период хранение	период хранение
243	перевозчик	перевозчик	перевозчик	перевозчик	перевозчик	перевозчик
244	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение выполнение сервис
245	использовать	использование	использовать	использование	использовать	использование
246	вид транспортировка	вид транспортировка	вид транспортировка	вид транспортировка	вид транспортировка	вид транспортировка
247	тип	тип	тип	тип	тип	вид
248	контракт	контракт	контракт	контракт	контракт	договор
249	заказ клиент	заказ клиент	заказ клиент	заказ клиент	заказ клиент	заказ клиент
250	деблокировать	деблокировать	деблокировать	деблокировать	деблокировать	деблокировать
251	расчётный центр	расчётный центр	расчётный центр	расчётный центр	расчётный центр	расчётный центр
252	расчётный центр	расчётный центр	расчётный центр	расчётный центр	расчётный центр	расчётный центр
253	сводка	сводка	сводка	сводка	сводка	резюме
254	изменить	изменить	изменить	изменить	изменить	изменить
255	открытый	открытость	открытый	открытость	открытый	▁11
256	отслеживать	отслеживать	отслеживать	отслеживать	отслеживать	▁10
257	вид	тип	вид	тип	вид	вид
258	вид событие	вид событие	вид событие	вид событие	вид событие	вид событие
259	настроить	▁5	настроить	настроить	настроить	настроить
260	тип	тип	тип	тип	тип	вид
261	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
262	календарный план	расписание	календарный план	планирование	календарный план	запланировать
263	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
264	тип	тип	тип	тип	тип	вид
265	тип	тип	тип	тип	тип	вид
266	система отчёт	отчёт	система отчёт	отчёт	система отчёт	отчёт
267	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
268	тип	тип	тип	тип	тип	вид
269	срок	срок	срок	срок	срок	▁16
270	тип	тип	тип	тип	тип	вид
271	контрактный	контракт	контрактный	контракт	контрактный	договор
272	вид	тип	вид	тип	вид	вид
273	активация	активация	активация	активация	активация	активация
274	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
275	пропуск	пропуск	пропуск	пропуск	пропуск	пропуск
276	модель использование	модель использование	модель использование	модель использование	модель использование	модель использование
277	планирование	расписание	планирование	планирование	планирование	запланировать
278	проверить	проверить	проверить	проверить	проверить	проверить
279	обновить	обновить	обновить	обновить	обновить	обновить
280	вид	тип	вид	тип	вид	вид
281	оператор	оператор	оператор	оператор	оператор	оператор
282	место хранение	место хранение	место хранение	место хранение	место хранение	место хранение
283	согласие	согласие	согласие	согласие	согласие	согласие
284	использование	использование	использование	использование	использование	использование
285	сумма	сумма	сумма	сумма	сумма	сумма
286	поставщик	провайдер	поставщик	поставщик	поставщик	поставщик
287	применять	применять	применять	применить	применять	применять
288	отменить	отмена	отменить	отмена	отменить	отмена
289	тип	тип	тип	тип	тип	вид
290	получить	вызвать	получить	получить	получить	вызвать
291	пакет	пакет	пакет	пакет	пакет	пакет
292	чек	проверить	чек	проверить	чек	проверить
293	тип	тип	тип	тип	тип	вид
294	выполнить	выполнить	выполнить	выполнить	выполнить	выполнить
295	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
296	изменить	изменить	изменить	изменить	изменить	изменить
297	запись журнал	запись журнал	запись журнал	запись журнал	запись журнал	запись журнал
298	провайдер	провайдер	провайдер	поставщик	провайдер	поставщик
299	клиент	клиент	клиент	клиент	клиент	клиент
300	следующий	следующий	следующий	следующий	следующий	▁6
301	вид	тип	вид	тип	вид	вид
302	следующий	следующий	следующий	следующий	следующий	▁6
303	срок хранение	срок хранение	срок хранение	срок хранение	срок хранение	срок хранение
304	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
305	изменить	изменить	изменить	изменить	изменить	изменить
306	вид	тип	вид	тип	вид	вид
307	закрыть	закрыть	закрыть	закрыть	закрыть	закрыть
308	налог на источник доход	налог на источник доход	налог на источник доход	налог на источник доход	налог на источник доход	налог на источник доход
309	лимит	лимит	лимит	лимит	лимит	лимит
310	проверка	проверка	проверка	проверка	проверка	проверка
311	вывод	вывод	вывод	вывод	вывод	вывод
312	индикатор блокировка	индикатор блокировка	индикатор блокировка	индикатор блокировка	индикатор блокировка	индикатор блокировка
313	запланировать	расписание	запланировать	планирование	запланировать	запланировать
314	график поставка	график поставка	график поставка	график поставка	график поставка	приостановить прогнозный график поставка
315	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
316	мэппинг	▁2	мэппинг	мэппинг	мэппинг	мэппинг
317	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
318	форма	форма	форма	форма	форма	форма
319	использование	использование	использование	использование	использование	использование
320	планирование	расписание	планирование	планирование	планирование	запланировать
321	на стадия подготовка	на стадия подготовка	на стадия подготовка	на стадия подготовка	на стадия подготовка	на стадия подготовка
322	тип	тип	тип	тип	тип	вид
323	сверить	сверить	сверить	сверить	сверить	сверить
324	планирование	расписание	планирование	планирование	планирование	запланировать
325	тип	тип	тип	тип	тип	вид
326	копирование	скопировать	копирование	скопировать	копирование	копирование
327	тип	тип	тип	тип	тип	вид
328	резюме	сводка	резюме	сводка	резюме	резюме
329	подтверждение выполнение сервис	подтверждение сервис	подтверждение выполнение сервис	подтверждение сервис	подтверждение выполнение сервис	подтверждение выполнение сервис
330	уровень проводок	уровень проводок	уровень проводок	уровень проводок	уровень проводок	уровень проводок
331	ввод	вводный	ввод	ввод	ввод	ввод
332	фактурирование	счёт-фактура	фактурирование	счёт-фактура	фактурирование	фактурирование
333	group	группировать	group	group	group	группировать
334	тип	тип	тип	тип	тип	вид
335	экологический норматив	экологический норматив	экологический норматив	экологический норматив	экологический норматив	экологический норматив
336	повторный представление	повторный представление	повторный представление	повторный представление	повторный представление	повторный представление
337	перезапуск	перезапуск	перезапуск	перезапуск	перезапуск	перезапуск
338	персональный дать	персональный дать	персональный дать	личный информация	персональный дать	личный информация
339	период хранение	срок хранение	период хранение	период хранение	период хранение	период хранение
340	тип	тип	тип	тип	тип	вид
341	▔	транзакция	▔	движение	▔	движение
342	тип	тип	тип	тип	тип	вид
343	репликация данные	репликация данные	репликация данные	репликация данные	репликация данные	репликация данные
344	платёж	платёж	платёж	оплата	платёж	оплата
345	сигнал	сигнал	сигнал	сигнал	сигнал	сигнал
346	тип	тип	тип	тип	тип	вид
347	тип	тип	тип	тип	тип	вид
348	истечение	истечение	истечение	истечение	истечение	▁4
349	контракт	контракт	контракт	контракт	контракт	договор
350	начало срок действие	начало срок действие	начало срок действие	начало срок действие	начало срок действие	начало срок действие
351	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
352	контракт	контракт	контракт	контракт	контракт	договор
353	тип	тип	тип	тип	тип	вид
354	категория использование	категория использование	категория использование	категория использование	категория использование	категория использование
355	операция	операция	операция	действие	операция	действие
356	идентификатор поставщик	идентификатор поставщик	идентификатор поставщик	идентификатор поставщик	идентификатор поставщик	идентификатор поставщик
357	вид	тип	вид	тип	вид	вид
358	тип	тип	тип	тип	тип	вид
359	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение сервис	подтверждение выполнение сервис
360	распределение	перерасчёт	распределение	перерасчёт	распределение	перерасчёт
361	перерасчёт	перерасчёт	перерасчёт	перерасчёт	перерасчёт	перерасчёт
362	получить	вызвать	получить	получить	получить	вызвать
363	операция	операция	операция	операция	операция	операция
364	вход	вводный	вход	ввод	вход	ввод
365	скопировать	скопировать	скопировать	скопировать	скопировать	копирование
366	вид	тип	вид	тип	вид	вид
367	личный информация	персональный дать	личный информация	личный информация	личный информация	личный информация
368	страховой случай	страховой случай	страховой случай	страховой случай	страховой случай	страховой случай
369	контракт	контракт	контракт	контракт	контракт	договор
370	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
371	поставщик	провайдер	поставщик	поставщик	поставщик	поставщик
372	переходить	переходить	переходить	переходить	переходить	▁7
373	process	process	process	process	process	▁12
374	оператор	оператор	оператор	оператор	оператор	оператор
375	действие	операция	действие	действие	действие	действие
376	назначение	цель	назначение	назначение	назначение	назначение
377	изменить	изменить	изменить	изменить	изменить	изменить
378	налог на источник доход	налог на источник доход	налог на источник доход	налог на источник доход	налог на источник доход	налог на источник доход
379	назначение	назначение	назначение	назначение	назначение	назначение
380	услуга	услуга	услуга	услуга	услуга	услуга
381	пространство	пространство	пространство	пространство	пространство	пространство
382	действие	операция	действие	операция	действие	операция
383	вложить	вложить	вложить	вложить	вложить	вложить
384	оплата	платёж	оплата	оплата	оплата	оплата
385	вывод	вывод	вывод	вывод	вывод	вывод
386	операция	операция	операция	операция	операция	операция
387	вводный	вводный	вводный	ввод	вводный	ввод
388	вводный	вводный	вводный	ввод	вводный	ввод
389	использование	использование	использование	использование	использование	использование
390	изменить	изменить	изменить	изменить	изменить	изменить
391	тип	тип	тип	тип	тип	вид
392	вид	тип	вид	тип	вид	вид
393	изменить	изменить	изменить	изменить	изменить	изменить
394	транспорт	транспорт	транспорт	транспорт	транспорт	транспорт
395	перевозчик	перевозчик	перевозчик	перевозчик	перевозчик	перевозчик
396	подключение	подключение	подключение	подключение	подключение	подключение
397	обработка	process	обработка	process	обработка	▁12
398	активировать	активация	активировать	активация	активировать	активация
399	компания-провайдер	провайдер	компания-провайдер	поставщик	компания-провайдер	поставщик
400	сумма	сумма	сумма	сумма	сумма	сумма
401	оператор	оператор	оператор	оператор	оператор	оператор
402	управлять ключ подтверждение	управлять ключ подтверждение	управлять ключ подтверждение	управлять ключ подтверждение	управлять ключ подтверждение	управлять ключ подтверждение
403	выверка	выверка	выверка	выверка	выверка	▁13
404	тип	тип	тип	тип	тип	вид
405	провайдер	провайдер	провайдер	поставщик	провайдер	поставщик
406	тип	тип	тип	тип	тип	вид
407	расход	расход	расход	расход	расход	расход
408	категория	категория	категория	категория	категория	категория
409	приостановка	приостановка	приостановка	приостановка	приостановка	приостановка
410	тип	тип	тип	тип	тип	вид
411	транспортный	транспорт	транспортный	транспорт	транспортный	транспорт
412	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
413	тип	тип	тип	тип	тип	вид
414	рабочий процесс	рабочий процесс	рабочий процесс	рабочий процесс	рабочий процесс	рабочий процесс
415	коллекторский агентство	коллекторский агентство	коллекторский агентство	коллекторский агентство	коллекторский агентство	коллекторский агентство
416	вид	тип	вид	тип	вид	вид
417	тип	тип	тип	тип	тип	вид
418	клиент	клиент	клиент	клиент	клиент	клиент
419	категория	категория	категория	категория	категория	категория
420	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
421	характеристика	характеристика	характеристика	характеристика	характеристика	характеристика
422	деблокировать	деблокировать	деблокировать	деблокировать	деблокировать	деблокировать
423	аналитический диаграмма	аналитический диаграмма	аналитический диаграмма	аналитический диаграмма	аналитический диаграмма	аналитический диаграмма
424	поставщик	провайдер	поставщик	поставщик	поставщик	поставщик
425	присвоить	присвоить	присвоить	присвоить	присвоить	присвоить
426	тип прогон	тип прогон	тип прогон	тип прогон	тип прогон	тип прогон
427	выход	выход	выход	выход	выход	выход
428	провайдер данные	провайдер данные	провайдер данные	провайдер данные	провайдер данные	провайдер данные
429	счёт	клиент	счёт	клиент	счёт	клиент
430	проверка	проверить	проверка	проверить	проверка	проверить
431	▔	тип	▔	тип	▔	вид
432	ведение	ведение	ведение	ведение	ведение	▁9
433	структура местоположение	структура местоположение	структура местоположение	структура местоположение	структура местоположение	структура местоположение
434	соблюдение	соблюдение	соблюдение	соблюдение	соблюдение	▁2
435	раздел	раздел	раздел	раздел	раздел	раздел
436	возмещение	возмещение	возмещение	возмещение	возмещение	возмещение
437	схема калькуляция	схема калькуляция	схема калькуляция	схема калькуляция	схема калькуляция	схема калькуляция
438	сборка	▁0	сборка	сборка	сборка	сборка
439	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
440	обработать	редактировать	обработать	редактировать	обработать	обработать
441	шаблон	шаблон	шаблон	шаблон	шаблон	шаблон
442	тип	тип	тип	тип	тип	вид
443	движение	транзакция	движение	движение	движение	движение
444	остановка	остановка	остановка	остановить	остановка	остановить
445	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
446	активировать	активация	активировать	активация	активировать	активация
447	контракт	контракт	контракт	контракт	контракт	договор
448	редактировать	редактировать	редактировать	редактировать	редактировать	обработать
449	мастер	ассистент	мастер	ассистент	мастер	ассистент
450	тип объект	тип объект	тип объект	тип объект	тип объект	тип объект
451	отменить	отменить	отменить	отменить	отменить	отменить
452	с ограниченние	с ограниченние	с ограниченние	с ограниченние	с ограниченние	▁14
453	актив	актив	актив	актив	актив	актив
454	проверка	проверка	проверка	проверка	проверка	проверка
455	использование	использование	использование	использование	использование	использование
456	отчёт	отчёт	отчёт	отчёт	отчёт	отчёт
457	вид классификация	вид классификация	вид классификация	вид классификация	вид классификация	вид классификация
458	в проверка	в проверка	в проверка	в проверка	в проверка	в проверка
459	поставщик	провайдер	поставщик	поставщик	поставщик	поставщик
460	вид	тип	вид	тип	вид	вид
461	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
462	остановить	остановка	остановить	остановить	остановить	остановить
463	обновление	обновить	обновление	обновить	обновление	обновить
464	порядок	порядок	порядок	порядок	порядок	порядок
465	планирование	расписание	планирование	планирование	планирование	запланировать
466	вкладка	вкладка	вкладка	вкладка	вкладка	вкладка
467	распространение	распространение	распространение	распространение	распространение	распространение
468	записать	запись	записать	записать	записать	запись
469	ресурс	ресурс	ресурс	ресурс	ресурс	ресурс
470	группирование	группирование	группирование	группирование	группирование	группирование
471	документ расчёт	документ расчёт	документ расчёт	документ расчёт	документ расчёт	документ расчёт
472	промежуточный счёт	промежуточный счёт	промежуточный счёт	промежуточный счёт	промежуточный счёт	промежуточный счёт
