	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
53	informe	informe	informe	informe	informe	gestión de informe
54	guardar como	guardar como	guardar como	guardar como	guardar como	guardar como
55	resultado	resultado	resultado	resultado	resultado	▁22
56	programación	programación	programación	programación	programación	calendario
57	tarea	job	tarea	tarea	tarea	job
58	deudor	deudor	deudor	deudor	deudor	deudor
59	patrón de repetición	patrón de repetición	patrón de repetición	patrón de repetición	patrón de repetición	modelo de repetición
60	sustituto	sustituto	sustituto	sustituto	sustituto	▁25
61	revisión	revisión	revisión	revisión	revisión	revisión
62	característica	característica	característica	característica	característica	característica
63	deudor	deudor	deudor	deudor	deudor	deudor
64	llamada	llamada	llamada	llamada	llamada	▁6
65	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
66	reproducción	reproducción	reproducción	reproducción	reproducción	replicación
67	bloqueado	bloqueado	bloqueado	bloqueado	bloqueado	definir
68	modificación	modificación	modificación	modificación	modificación	modificación
69	elimine	eliminar	elimine	eliminar	elimine	borrar
70	añadir	agregar	añadir	añadir	añadir	agregar
71	imputación	imputación	imputación	imputación	imputación	imputación
72	socio	socio	socio	socio	socio	interlocutor
73	predefinible	predefinible	predefinible	predeterminado	predefinible	estándar
74	ignorar	ignorar	ignorar	ignorar	ignorar	ignorar
75	indicador	indicador	indicador	indicador	indicador	indicador
76	transacción	transacción	transacción	transacción	transacción	▁29
77	deudor	deudor	deudor	deudor	deudor	deudor
78	registro	registro	registro	registro	registro	registro
79	cabecera	cabecera	cabecera	cabecera	cabecera	cabecera
80	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento
81	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
82	procedimiento	procedimiento	procedimiento	tipo	procedimiento	clase
83	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
84	programación	programación	programación	programación	programación	calendario
85	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
86	añadir	agregar	añadir	añadir	añadir	agregar
87	imputación	imputación	imputación	imputación	imputación	imputación
88	página de perfil	página de perfil	página de perfil	página de perfil	página de perfil	página de perfil
89	imputación	imputación	imputación	imputación	imputación	imputación
90	socio	socio	socio	socio	socio	interlocutor
91	incidencia	incidente	incidencia	incidencia	incidencia	incidencia
92	compensación	compensación	compensación	compensación	compensación	compensación
93	compensación	imputación	compensación	imputación	compensación	imputación
94	conjunto	conjunto	conjunto	conjunto	conjunto	conjunto
95	información	información	información	información	información	▁16
96	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
97	clasificación	clasificación	clasificación	clasificación	clasificación	▁23
98	job	job	job	tarea	job	job
99	cliente	cliente	cliente	cliente	cliente	cliente
100	informe	informe	informe	informe	informe	informe
101	tarea	job	tarea	tarea	tarea	job
102	iniciar	iniciar	iniciar	iniciar	iniciar	iniciar
103	industria	procedimiento	industria	tipo	industria	clase
104	socio	socio	socio	socio	socio	interlocutor
105	estándar	predefinible	estándar	predeterminado	estándar	estándar
106	utilizar	utilizar	utilizar	utilizar	utilizar	usar
107	tarifa	tarifa	tarifa	tarifa	tarifa	tarifa
108	notificación de servicio	notificación de servicio	notificación de servicio	confirmación de servicio	notificación de servicio	confirmación de servicio
109	imputación	imputación	imputación	imputación	imputación	imputación
110	deudor	deudor	deudor	deudor	deudor	deudor
111	posición	elemento	posición	artículo	posición	artículo
112	incidencia	incidente	incidencia	incidencia	incidencia	incidencia
113	interlocutor	socio	interlocutor	socio	interlocutor	interlocutor
114	grupo de clase de producto	grupo de clase de producto	grupo de clase de producto	grupo de clase de producto	grupo de clase de producto	grupo de clase de producto
115	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
116	clase de transacción	clase de transacción	clase de transacción	clase de transacción	clase de transacción	clase de transacción
117	facturar	facturar	facturar	cuenta	facturar	cuenta
118	problema	problema	problema	problema	problema	emisión
119	resultado	resultado	resultado	resultado	resultado	resultado
120	guardar	guardar	guardar	guardar	guardar	guardar
121	utilización	utilizar	utilización	utilizar	utilización	usar
122	etiqueta	pestaña	etiqueta	pestaña	etiqueta	etiqueta
123	verificación	verificación	verificación	verificación	verificación	verificación
124	pedir abierto central	pedir abierto central	pedir abierto central	pedir abierto central	pedir abierto central	pedir abierto central
125	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	centro de trabajo
126	entrante	entrante	entrante	entrante	entrante	▁17
127	alcance	alcance	alcance	alcance	alcance	alcance
128	usar	utilizar	usar	utilizar	usar	usar
129	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
130	imputación	procedimiento	imputación	tipo	imputación	clase
131	compartición	compartición	compartición	compartición	compartición	compartición
132	requisito	requisito	requisito	requisito	requisito	necesidad
133	plantilla	modelo	plantilla	plantilla	plantilla	modelo
134	pulsador	pulsador	pulsador	pulsador	pulsador	pulsador
135	tiempo	tiempo	tiempo	duración	tiempo	tiempo
136	programación	programación	programación	programación	programación	calendario
137	fuente	fuente	fuente	fuente	fuente	fuente
138	utilización	utilización	utilización	uso	utilización	uso
139	indicador	indicador	indicador	indicador	indicador	indicador
140	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	centro de trabajo
141	clase	procedimiento	clase	tipo	clase	clase
142	indicador	indicador	indicador	indicador	indicador	indicador
143	plantilla	modelo	plantilla	plantilla	plantilla	modelo
144	completo	completo	completo	completo	completo	completo
145	guardar	guardar	guardar	guardar	guardar	guardar
146	nombre empresarial	nombre empresarial	nombre empresarial	nombre empresarial	nombre empresarial	nombre empresarial
147	pago anticipado	pago anticipado	pago anticipado	pago anticipado	pago anticipado	▁19
148	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso
149	programación	programación	programación	programación	programación	calendario
150	requisito	requisito	requisito	requisito	requisito	necesidad
151	indicador	indicador	indicador	indicador	indicador	indicador
152	verificación	verificación	verificación	verificación	verificación	verificación
153	complementario	complementario	complementario	complementario	complementario	▁26
154	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo
155	socio	socio	socio	socio	socio	interlocutor
156	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento
157	ejecutar	ejecutar	ejecutar	ejecutar	ejecutar	ejecutar
158	añadir	agregar	añadir	añadir	añadir	agregar
159	pulsador	pulsador	pulsador	pulsador	pulsador	pulsador
160	verificar	verificación	verificar	verificación	verificar	verificación
161	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
162	socio	socio	socio	socio	socio	interlocutor
163	sitio	sitio	sitio	sitio	sitio	sitio
164	orientado a necesidad	orientado a necesidad	orientado a necesidad	orientado a necesidad	orientado a necesidad	▁12
165	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso
166	afiliado sap	afiliado sap	afiliado sap	afiliado sap	afiliado sap	▁1
167	popup	popup	popup	popup	popup	popup
168	socio	socio	socio	socio	socio	interlocutor
169	añadir	agregar	añadir	añadir	añadir	agregar
170	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
171	socio	socio	socio	socio	socio	interlocutor
172	bloquear	bloquear	bloquear	bloquear	bloquear	bloquear
173	plantilla	modelo	plantilla	plantilla	plantilla	modelo
174	imputación	imputación	imputación	imputación	imputación	imputación
175	imputación	imputación	imputación	imputación	imputación	imputación
176	rescisión	rescisión	rescisión	rescisión	rescisión	rescisión
177	caso de utilización	caso de utilización	caso de utilización	caso	caso de utilización	caso de utilización
178	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
179	fuente	fuente	fuente	fuente	fuente	fuente
180	intervalo	intervalo	intervalo	intervalo	intervalo	intervalo
181	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso
182	defecto	predefinible	defecto	predeterminado	defecto	estándar
183	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición
184	desglose	desglose	desglose	desglose	desglose	desglose
185	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
186	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
187	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
188	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento
189	aplicación cliente	aplicación cliente	aplicación cliente	aplicación cliente	aplicación cliente	aplicación cliente
190	clase de vista	clase de vista	clase de vista	clase de vista	clase de vista	clase de vista
191	guardar	guardar	guardar	guardar	guardar	guardar
192	job	job	job	tarea	job	job
193	indicador	indicador	indicador	indicador	indicador	indicador
194	modelo	modelo	modelo	plantilla	modelo	modelo
195	imputación	imputación	imputación	imputación	imputación	imputación
196	etapa	etapa	etapa	etapa	etapa	▁24
197	imputación	imputación	imputación	imputación	imputación	imputación
198	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	centro de trabajo
199	quitar	quitar	quitar	eliminar	quitar	quitar
200	añada	agregar	añada	añadir	añada	agregar
201	actividad empresarial	actividad empresarial	actividad empresarial	actividad empresarial	actividad empresarial	actividad empresarial
202	agregando	agregar	agregando	añadir	agregando	agregar
203	socio	socio	socio	socio	socio	interlocutor
204	alto	alto	alto	alto	alto	alto
205	plantilla	modelo	plantilla	plantilla	plantilla	modelo
206	elemento	elemento	elemento	artículo	elemento	artículo
207	clase	clase	clase	clase	clase	clase
208	existencia	existencia	existencia	existencia	existencia	existencia
209	etiqueta	pestaña	etiqueta	pestaña	etiqueta	etiqueta
210	fecha	tiempo	fecha	duración	fecha	tiempo
211	fecha	fecha	fecha	fecha	fecha	fecha
212	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento
213	actualización	actualización	actualización	actualización	actualización	▁30
214	posición	elemento	posición	artículo	posición	artículo
215	centro de trabajo	puesto de trabajo	centro de trabajo	puesto de trabajo	centro de trabajo	centro de trabajo
216	predeterminado	predefinible	predeterminado	predeterminado	predeterminado	estándar
217	guardar	guardar	guardar	guardar	guardar	guardar
218	clase	procedimiento	clase	tipo	clase	clase
219	compartición	compartición	compartición	compartición	compartición	compartición
220	plantilla	modelo	plantilla	plantilla	plantilla	modelo
221	mosaico	guardar como	mosaico	guardar como	mosaico	guardar como
222	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
223	▔	bloqueado	▔	bloqueado	▔	definir
224	plantilla de rol	plantilla de rol	plantilla de rol	plantilla	plantilla de rol	plantilla de rol
225	modelo	modelo	modelo	plantilla	modelo	modelo
226	artículo	elemento	artículo	artículo	artículo	artículo
227	agregar	agregar	agregar	añadir	agregar	agregar
228	uso	utilización	uso	uso	uso	uso
229	punto final	punto final	punto final	punto de acceso	punto final	punto de acceso
230	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
231	recuperación	recuperación	recuperación	recuperación	recuperación	▁21
232	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio	organización de prestación de servicio
233	recopilación	recopilación	recopilación	recopilación	recopilación	recopilación
234	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición
235	filtrar	filtrar	filtrar	filtrar	filtrar	filtrar
236	programación	programación	programación	programación	programación	calendario
237	defecto	predefinible	defecto	predeterminado	defecto	estándar
238	plantilla	modelo	plantilla	plantilla	plantilla	modelo
239	unión	unión	unión	unión	unión	unión
240	clase de ejecución	clase de ejecución	clase de ejecución	clase de ejecución	clase de ejecución	clase de ejecución
241	modelo de repetición	patrón de repetición	modelo de repetición	patrón de repetición	modelo de repetición	modelo de repetición
242	nivel	nivel	nivel	extracto	nivel	extracto
243	función	característica	función	característica	función	característica
244	ajuste	ajuste	ajuste	ajuste	ajuste	▁3
245	repositorio	repositorio	repositorio	repositorio	repositorio	▁18
246	guardar	guardar	guardar	guardar	guardar	guardar
247	usar	utilizar	usar	utilizar	usar	usar
248	extracto	nivel	extracto	extracto	extracto	extracto
249	▔	compensación	▔	compensación	▔	compensación
250	contigencia	imputación	contigencia	imputación	contigencia	imputación
251	reproducción	reproducción	reproducción	reproducción	reproducción	replicación
252	autorización	autorización	autorización	autorización	autorización	autorización
253	autorización	autorización	autorización	autorización	autorización	autorización
254	transferencia	transferencia	transferencia	transferencia	transferencia	transferencia
255	ficha	pestaña	ficha	pestaña	ficha	etiqueta
256	versión de producción	versión de producción	versión de producción	versión de producción	versión de producción	versión de producción
257	replicación	reproducción	replicación	reproducción	replicación	replicación
258	estado	bloqueado	estado	bloqueado	estado	definir
259	informe	informe	informe	informe	informe	gestión de informe
260	utilizar	utilizar	utilizar	utilizar	utilizar	usar
261	guardar	guardar	guardar	guardar	guardar	guardar
262	paso	paso	paso	paso	paso	etapa
263	propósito	propósito	propósito	propósito	propósito	propósito
264	contrato por cantidad	contrato por cantidad	contrato por cantidad	contrato por cantidad	contrato por cantidad	contrato por cantidad
265	completo	completo	completo	completo	completo	completo
266	plantilla	modelo	plantilla	plantilla	plantilla	modelo
267	autorización	autorización	autorización	autorización	autorización	autorización
268	autorización	autorización	autorización	autorización	autorización	autorización
269	problema	problema	problema	problema	problema	emisión
270	informe	informe	informe	informe	informe	informe
271	ficha	pestaña	ficha	pestaña	ficha	etiqueta
272	retención	pestaña	retención	pestaña	retención	etiqueta
273	socio	socio	socio	socio	socio	interlocutor
274	red	red	red	red	red	red
275	socio	socio	socio	socio	socio	interlocutor
276	editar	generador	editar	editar	editar	editar
277	modelo	modelo	modelo	plantilla	modelo	modelo
278	borrar	eliminar	borrar	eliminar	borrar	borrar
279	información	información	información	información	información	▁2
280	socio	socio	socio	socio	socio	interlocutor
281	función	función	función	administrador	función	función
282	modelo	modelo	modelo	plantilla	modelo	modelo
283	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento	gestión de rendimiento
284	contar contractual	contar contractual	contar contractual	contar contractual	contar contractual	▁10
285	guardar	guardar	guardar	guardar	guardar	guardar
286	código	procedimiento	código	tipo	código	clase
287	tratar	generador	tratar	editar	tratar	editar
288	plantilla	modelo	plantilla	plantilla	plantilla	modelo
289	tipo de impuesto	tipo de impuesto	tipo de impuesto	tipo de impuesto	tipo de impuesto	tipo de impuesto
290	uso	utilización	uso	uso	uso	uso
291	autorización	autorización	autorización	autorización	autorización	autorización
292	autorización	autorización	autorización	autorización	autorización	autorización
293	contenido empresarial	contenido empresarial	contenido empresarial	contenido empresarial	contenido empresarial	contenido empresarial
294	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa
295	programación	programación	programación	programación	programación	calendario
296	tarea	job	tarea	tarea	tarea	job
297	destino	destino	destino	destino	destino	destino
298	plantilla	plantilla de rol	plantilla	plantilla	plantilla	plantilla de rol
299	programar	programación	programar	programación	programar	calendario
300	pedir	pedir	pedir	compra	pedir	pedir
301	información	información	información	información	información	▁2
302	socio	socio	socio	socio	socio	interlocutor
303	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición
304	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
305	despliegue	despliegue	despliegue	despliegue	despliegue	despliegue
306	detener	interrumpir	detener	interrumpir	detener	detener
307	evaluación	evaluación	evaluación	evaluación	evaluación	evaluación
308	flujo	flujo	flujo	flujo	flujo	flujo
309	agregar	agregar	agregar	agregar	agregar	agregar
310	añadir	agregar	añadir	añadir	añadir	agregar
311	tipo de transacción	clase de transacción	tipo de transacción	clase de transacción	tipo de transacción	clase de transacción
312	guardar	guardar	guardar	guardar	guardar	guardar
313	disposición	disposición	disposición	disposición	disposición	disposición
314	guardar	guardar	guardar	guardar	guardar	guardar
315	envío	envío	envío	envío	envío	envío
316	rol	función	rol	administrador	rol	función
317	tipo	procedimiento	tipo	tipo	tipo	clase
318	artículo	elemento	artículo	artículo	artículo	artículo
319	plantilla	modelo	plantilla	plantilla	plantilla	modelo
320	plantillas	modelo	plantillas	plantilla	plantillas	modelo
321	punto de acceso	punto final	punto de acceso	punto de acceso	punto de acceso	punto de acceso
322	programación	programación	programación	programación	programación	calendario
323	cuadrícula	cuadrícula	cuadrícula	cuadrícula	cuadrícula	cuadrícula
324	agregar	agregar	agregar	añadir	agregar	agregar
325	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía
326	paso	paso	paso	paso	paso	etapa
327	envío	envío	envío	envío	envío	envío
328	tipo	procedimiento	tipo	tipo	tipo	clase
329	clase	procedimiento	clase	tipo	clase	clase
330	programación	programación	programación	programación	programación	calendario
331	claves	pestaña	claves	pestaña	claves	etiqueta
332	socio	socio	socio	socio	socio	interlocutor
333	calificación	calificación	calificación	calificación	calificación	calificación
334	socio	socio	socio	socio	socio	interlocutor
335	sorteo	sorteo	sorteo	sorteo	sorteo	sorteo
336	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
337	socio	socio	socio	socio	socio	interlocutor
338	cuenta	facturar	cuenta	cuenta	cuenta	cuenta
339	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	puesto de trabajo	centro de trabajo
340	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
341	informe	informe	informe	informe	informe	informe
342	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
343	editar	generador	editar	editar	editar	editar
344	socio	socio	socio	socio	socio	interlocutor
345	socio	socio	socio	socio	socio	interlocutor
346	socio	socio	socio	socio	socio	interlocutor
347	visualizar	visualizar	visualizar	visualizar	visualizar	▁14
348	socio	socio	socio	socio	socio	interlocutor
349	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía	tiempo de procesamiento de entrada de mercancía
350	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
351	flujo	flujo	flujo	flujo	flujo	flujo
352	deseleccionar	deseleccionar	deseleccionar	deseleccionar	deseleccionar	▁13
353	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
354	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
355	necesidad	requisito	necesidad	requisito	necesidad	necesidad
356	cuota	cuota	cuota	cuota	cuota	cuota
357	añadir	agregar	añadir	añadir	añadir	agregar
358	medida	indicador	medida	indicador	medida	indicador
359	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
360	borrar	eliminar	borrar	eliminar	borrar	borrar
361	socio	socio	socio	socio	socio	interlocutor
362	tarjeta	generador	tarjeta	editar	tarjeta	editar
363	añadir	agregar	añadir	añadir	añadir	agregar
364	piscina	procedimiento	piscina	tipo	piscina	clase
365	añadir	pulsador	añadir	pulsador	añadir	pulsador
366	socio	socio	socio	socio	socio	interlocutor
367	reportar	informe	reportar	informe	reportar	gestión de informe
368	informe	informe	informe	informe	informe	informe
369	extensión	extensión	extensión	extensión	extensión	extensión
370	visualizar	visualizar	visualizar	visualizar	visualizar	▁14
371	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
372	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa	procesamiento en masa
373	unidad empresarial	unidad empresarial	unidad empresarial	unidad empresarial	unidad empresarial	unidad empresarial
374	indicador	indicador	indicador	indicador	indicador	indicador
375	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
376	anular	restablece	anular	restablecer	anular	restablecer
377	concluir	completar	concluir	completar	concluir	concluir
378	vencimiento	vencimiento	vencimiento	vencimiento	vencimiento	vencimiento
379	▔	▁2	▔	▁2	▔	▁9
380	uso	utilización	uso	uso	uso	uso
381	mover	mover	mover	mover	mover	mover
382	suministre	suministre	suministre	suministre	suministre	▁27
383	etapa	paso	etapa	paso	etapa	etapa
384	autorización	autorización	autorización	autorización	autorización	autorización
385	autorización	autorización	autorización	autorización	autorización	autorización
386	uso	utilizar	uso	utilizar	uso	usar
387	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
388	comercial	comercial	comercial	comercial	comercial	▁4
389	información	información	información	información	información	▁2
390	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
391	informe	informe	informe	informe	informe	informe
392	predeterminado	predefinible	predeterminado	predeterminado	predeterminado	estándar
393	trabajo	job	trabajo	tarea	trabajo	job
394	alcance	alcance	alcance	alcance	alcance	alcance
395	guardar	guardar	guardar	guardar	guardar	guardar
396	informe	informe	informe	informe	informe	informe
397	guardar	guardar	guardar	guardar	guardar	guardar
398	agregar	agregar	agregar	añadir	agregar	agregar
399	tarea	job	tarea	tarea	tarea	job
400	mostrar	mostrar	mostrar	mostrar	mostrar	mostrar
401	modelo	utilizar	modelo	utilizar	modelo	usar
402	guardar	guardar	guardar	guardar	guardar	guardar
403	guardar	guardar	guardar	guardar	guardar	guardar
404	artículo	elemento	artículo	artículo	artículo	artículo
405	implementación	despliegue	implementación	despliegue	implementación	despliegue
406	indicador	indicador	indicador	indicador	indicador	indicador
407	administración	administración	administración	administración	administración	administración
408	socio	socio	socio	socio	socio	interlocutor
409	socio	socio	socio	socio	socio	interlocutor
410	socio	socio	socio	socio	socio	interlocutor
411	medio	medio	medio	medio	medio	medio
412	socio	socio	socio	socio	socio	interlocutor
413	indicador	indicador	indicador	indicador	indicador	indicador
414	data warehouse	data warehouse	data warehouse	data warehouse	data warehouse	▁11
415	recopilación	recopilación	recopilación	recopilación	recopilación	recopilación
416	artículo	elemento	artículo	artículo	artículo	artículo
417	eliminar	quitar	eliminar	eliminar	eliminar	quitar
418	valoración	calificación	valoración	calificación	valoración	calificación
419	mosaico	mosaico	mosaico	mosaico	mosaico	mosaico
420	predeterminado	predefinible	predeterminado	predeterminado	predeterminado	estándar
421	cualificador	cualificador	cualificador	cualificador	cualificador	cualificador
422	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
423	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
424	administrador	función	administrador	administrador	administrador	función
425	socio	socio	socio	socio	socio	interlocutor
426	editar	generador	editar	editar	editar	editar
427	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
428	enlace	enlace	enlace	enlace	enlace	enlace
429	fuente	fuente	fuente	fuente	fuente	fuente
430	tipo	procedimiento	tipo	tipo	tipo	clase
431	compensación	compensación	compensación	compensación	compensación	compensación
432	vínculo	enlace	vínculo	enlace	vínculo	enlace
433	dashboard	dashboard	dashboard	dashboard	dashboard	dashboard
434	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
435	socios	socio	socios	socio	socios	interlocutor
436	definir	bloqueado	definir	bloqueado	definir	definir
437	informe	informe	informe	informe	informe	informe
438	ventaja	ventaja	ventaja	ventaja	ventaja	ventaja
439	regla empresarial	regla empresarial	regla empresarial	regla empresarial	regla empresarial	regla empresarial
440	socio	socio	socio	socio	socio	interlocutor
441	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
442	agregar	agregar	agregar	añadir	agregar	agregar
443	socio	socio	socio	socio	socio	interlocutor
444	emisión	problema	emisión	problema	emisión	emisión
445	socio	socio	socio	socio	socio	interlocutor
446	tipo	procedimiento	tipo	tipo	tipo	clase
447	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
448	socio	socio	socio	socio	socio	interlocutor
449	socio	socio	socio	socio	socio	interlocutor
450	desglose	desglose	desglose	desglose	desglose	desglose
451	completo	completar	completo	completar	completo	concluir
452	propósito	propósito	propósito	propósito	propósito	propósito
453	rol de empresa	rol de empresa	rol de empresa	rol de empresa	rol de empresa	rol de empresa
454	socios	socio	socios	socio	socios	interlocutor
455	utilización	utilización	utilización	uso	utilización	uso
456	modelo	modelo	modelo	plantilla	modelo	modelo
457	mejora	mejora	mejora	mejora	mejora	mejora
458	objetivo	destino	objetivo	destino	objetivo	destino
459	intervalo	intervalo	intervalo	intervalo	intervalo	intervalo
460	flujo	flujo	flujo	flujo	flujo	flujo
461	modelo de proceso	modelo de proceso	modelo de proceso	modelo de proceso	modelo de proceso	modelo de proceso
462	ventajas	ventaja	ventajas	ventaja	ventajas	ventaja
463	tarifa	tarifa	tarifa	tarifa	tarifa	tarifa
464	programación	programación	programación	programación	programación	calendario
465	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
